TF,Target,Mode,PMID,Tf_age,Tg_age
TP53,DDB2,Activation,16357511,Vertebrata,Opisthokonta
TP53,DDB2,Unknown,12771027;12967652;15856024;15927209;22336944,Vertebrata,Eukaryota
TP53,DKK1,Unknown,15229249,Vertebrata,Opisthokonta
TP53,DNMT1,Activation,20570896,Vertebrata,Mammalia
TP53,DNMT1,Repression,20570896;21478913,Vertebrata,Mammalia
TP53,DNMT1,Unknown,18555750,Vertebrata,Vertebrata
TP53,DUSP1,Activation,12890671;15611668,Vertebrata,Hominidae
TP53,E2F1,Repression,8557038,Vertebrata,> Eukaryota
TP53,E2F3,Repression,20428827,Vertebrata,> Eukaryota
TP53,E2F7,Activation,22802528,Opisthokonta,> Eukaryota
TP53,EGFR,Activation,10029407,Opisthokonta,Eukaryota
TP53,EGR1,Unknown,16990849,Opisthokonta,Eukaryota
TP53,ELF4,Unknown,20805247,Opisthokonta,Opisthokonta
TP53,EPHA2,Activation,11641774,Eukaryota,Vertebrata
TP53,ESR1,Unknown,21655924,Eukaryota,Vertebrata
TP53,EZH2,Activation,15208672,Eukaryota,Hominidae
TP53,EZH2,Repression,15208672;21165554,Eukaryota,Opisthokonta
TP53,FAS,Activation,10101800;11313989,Eukaryota,Vertebrata
TP53,FAS,Unknown,16317104,Eukaryota,Vertebrata
TP53,FDXR,Unknown,12370809,Hominidae,Eukaryota
TP53,FGF2,Repression,10029407,Eukaryota,Vertebrata
TP53,FLT1,Activation,16432214,Hominidae,Primates
TP53,FLT1,Unknown,1724219e,Vertebrata,Vertebrata
TP53,FOXM1,Repression,21518729,Vertebrata,Primates
TP53,FOXO3,Unknown,19299143,Vertebrata,Vertebrata
TP53,FRMD5,Unknown,19139068,Vertebrata,Vertebrata
TP53,FUS,Unknown,12364590,Vertebrata,Vertebrata
TP53,GADD45A,Activation,10566557,Vertebrata,Vertebrata
TP53,GADD45A,Repression,17344317;18350249,Vertebrata,Vertebrata
TP53,GADD45A,Unknown,10327059;12007564;15031557;16581545;18225552,Vertebrata,Vertebrata
TP53,GC,Unknown,8642300,Vertebrata,Vertebrata
TP53,GDF15,Activation,10618379,Vertebrata,Vertebrata
TP53,GDF15,Unknown,10777512,Vertebrata,Vertebrata
TP53,GLI2,Unknown,18813803,Eumetazoa,Vertebrata
TP53,GML,Activation,10717525,Eukaryota,Vertebrata
TP53,GPNMB,Unknown,15684612,Vertebrata,Vertebrata
TP53,GSTP1,Activation,18505928,Vertebrata,Mammalia
TP53,HIPK2,Activation,11740489,Vertebrata,Eukaryota
TP53,HNF4A,Repression,16895524,Vertebrata,Vertebrata
TP53,HRAS,Unknown,11127813,Vertebrata,Opisthokonta
TP53,HSF1,Unknown,20180806,Vertebrata,Opisthokonta
TP53,HSP90AB1,Repression,15284248,Vertebrata,Hominidae
TP53,ID1,Unknown,16557594,Vertebrata,Eumetazoa
TP53,ID2,Unknown,16557594,Vertebrata,Eumetazoa
TP53,IER3,Unknown,12360408,Vertebrata,Primates
TP53,IFI16,Activation,18974396,Vertebrata,Vertebrata
TP53,IFI16,Unknown,11146555,Vertebrata,Hominidae
TP53,IGF1R,Repression,12444079;17097318,Vertebrata,Mammalia
TP53,IGF1R,Unknown,11001824;17600529,Vertebrata,Eumetazoa
TP53,IGFBP3,Activation,10101800,Vertebrata,Vertebrata
TP53,ING1,Unknown,16465410,Opisthokonta,Eumetazoa
TP53,IPO7,Repression,22284678,Eumetazoa,Vertebrata
TP53,KLF2,Repression,23202365,Opisthokonta,Vertebrata
TP53,MAD1L1,Repression,12876282,Opisthokonta,Hominidae
TP53,MAP4,Repression,19411072,Opisthokonta,Hominidae
TP53,MCL1,Repression,19411072,Opisthokonta,Hominidae
TP53,MCM7,Repression,15899946,Opisthokonta,Hominidae
TP53,MDM2,Activation,10566557;10718212;12902982;15851483;20837136;22223137;22532570;9645455;9858609,Opisthokonta,Hominidae
TP53,MDM2,Unknown,10469568;12851404;14532965;15856024;18566224;18583933;20036872;22180176;9071998,Opisthokonta,Hominidae
TP53,MDM4,Unknown,20036872;20372076,Opisthokonta,Vertebrata
TP53,MET,Repression,21831840,Opisthokonta,Vertebrata
TP53,MGMT,Repression,17564708;19846904,Opisthokonta,Vertebrata
TP53,MGMT,Unknown,20525765,Opisthokonta,Vertebrata
TP53,MKI67,Unknown,14675138,Opisthokonta,Primates
TP53,MMP1,Repression,15108353,Opisthokonta,Amniota
TP53,MMP2,Activation,10029407;11792711;9343394,Opisthokonta,Opisthokonta
TP53,MMP2,Unknown,19853299;19939245,Opisthokonta,Opisthokonta
TP53,MUC2,Activation,12374798,Opisthokonta,Vertebrata
TP53,MYC,Repression,19411072,Opisthokonta,Vertebrata
TP53,MYC,Unknown,19202062,Opisthokonta,
TP53,NFKB1,Unknown,15988033,Opisthokonta,Eukaryota
TP53,NKX3-1,Repression,17202838,Opisthokonta,Hominidae
TP53,NLRC4,Activation,15580302,Opisthokonta,Eukaryota
TP53,NME1,Unknown,12669312,Opisthokonta,Vertebrata
TP53,OGG1,Activation,16293709,Opisthokonta,Primates
TP53,PAX5,Activation,21319196,Opisthokonta,Vertebrata
TP53,PDGFRB,Activation,18697203,Opisthokonta,Primates
TP53,PERP,Repression,17344317,Opisthokonta,Eumetazoa
TP53,PERP,Unknown,15856024,Hominidae,Eumetazoa
TP53,PIAS3,Repression,11877452,Hominidae,Eumetazoa
TP53,PLAGL1,Unknown,11896574,Hominidae,Vertebrata
TP53,PLK1,Unknown,24076372,Hominidae,Vertebrata
TP53,PLK3,Unknown,16581545,Hominidae,Vertebrata
TP53,PMAIP1,Activation,14695212,Hominidae,Vertebrata
TP53,PMAIP1,Unknown,15856024,Opisthokonta,Vertebrata
TP53,PML,Activation,14992722,Opisthokonta,Eumetazoa
TP53,POLD1,Unknown,11375983,Opisthokonta,Eumetazoa
TP53,PPARGC1A,Unknown,19139068,Opisthokonta,Vertebrata
TP53,PTPA,Repression,10787423,Opisthokonta,Vertebrata
TP53,PRC1,Repression,12889596,Opisthokonta,Opisthokonta
TP53,PRG3,Unknown,12135761,Opisthokonta,Opisthokonta
TP53,PRKAB1,Unknown,12771025,Opisthokonta,Eukaryota
TP53,PTEN,Repression,17344317,Opisthokonta,Vertebrata
TP53,PTEN,Unknown,11545734,Opisthokonta,Vertebrata
TP53,PTPN13,Unknown,11696979,Opisthokonta,Opisthokonta
TP53,PTTG1,Activation,12355087,Opisthokonta,Opisthokonta
TP53,PTTG1,Repression,15016801,Opisthokonta,Opisthokonta
TP53,RAD51B,Unknown,9878257,Opisthokonta,Vertebrata
TP53,RASSF1,Repression,21364923,Opisthokonta,Vertebrata
TP53,RB1,Unknown,8119988,Opisthokonta,Vertebrata
TP53,RECQL4,Activation,15674334,Opisthokonta,> Eukaryota
TP53,REEP5,Repression,8557038,Opisthokonta,Opisthokonta
TP53,RELA,Unknown,15988033,Opisthokonta,Vertebrata
TP53,RRM2B,Unknown,10716435;15856024,Opisthokonta,Vertebrata
TP53,S100B,Activation,15178678,Opisthokonta,Vertebrata
TP53,SFN,Activation,10101800,Opisthokonta,Opisthokonta
TP53,SIAH1,Unknown,20421190,Opisthokonta,Eumetazoa
TP53,SIVA1,Activation,15105421,Opisthokonta,Eumetazoa
TP53,SIVA1,Activation,15105421,Opisthokonta,Vertebrata
TP53,SLC2A1,Repression,22483234,Opisthokonta,Vertebrata
TP53,SLC6A6,Repression,16734743,Opisthokonta,Mammalia
TP53,SMAD3,Unknown,21900401,Opisthokonta,Eumetazoa
TP53,SSTR2,Repression,14695784,Opisthokonta,Vertebrata
TP53,STAT1,Unknown,12364590,Opisthokonta,Vertebrata
TP53,STAT3,Repression,11809683,Opisthokonta,Vertebrata
TP53,TBXAS1,Repression,14586398,Opisthokonta,Vertebrata
TP53,TCEAL1,Unknown,20421190,Opisthokonta,Vertebrata
TP53,TCF7L2,Repression,14990988,Opisthokonta,Hominidae
TP53,TERT,Repression,10778946;18754863,Opisthokonta,Eumetazoa
TP53,THBS1,Activation,10029407;10101800,Opisthokonta,Opisthokonta
TP53,THBS1,Unknown,19826414,Opisthokonta,Opisthokonta
TP53,TNFRSF10A,Activation,11313989,Opisthokonta,Vertebrata
TP53,TNFRSF10B,Activation,10101800;11313989;11756185,Opisthokonta,Vertebrata
TP53,TNFRSF10B,Unknown,10810622;19351839,Opisthokonta,Opisthokonta
TP53,TP53,Activation,22532570,Opisthokonta,Opisthokonta
TP53,TP53,Unknown,11032029;16990849,Opisthokonta,Vertebrata
TP53,TP53I3,Activation,10101800;14695213,Opisthokonta,Vertebrata
TP53,TP53I3,Unknown,12851404,Vertebrata,Eumetazoa
TP53,TP73,Unknown,11238924;16990849,Vertebrata,Eumetazoa
TP53,TRIM22,Activation,15064739,Vertebrata,Vertebrata
TP53,TYMS,Repression,21351099,Vertebrata,Opisthokonta
TP53,UHRF1,Repression,18220474;19501055,Vertebrata,Vertebrata
TP53,UHRF1BP1,Activation,18220474,Vertebrata,Vertebrata
TP53,VCAN,Activation,12438652,Vertebrata,Vertebrata
TP53,VEGFA,Activation,16684540,Vertebrata,Eumetazoa
TP53,VEGFA,Repression,11559575,Vertebrata,Vertebrata
TP53,WRN,Repression,11427532,Vertebrata,Vertebrata
TP53,XPC,Unknown,12771027;12967652;15927209;16357511;22336944,Vertebrata,Opisthokonta
TP53,XPO1,Repression,22284678,Vertebrata,Opisthokonta
TP53BP1,BRCA1,Activation,15970701,Vertebrata,Opisthokonta
TP53BP1,BRCA1,Unknown,21914189,Vertebrata,Eukaryota
TP63,BAX,Activation,16007146,Opisthokonta,Eumetazoa
TP63,BRCA1,Unknown,24556685,Opisthokonta,Eukaryota
TP63,CDKN1A,Activation,16007146,Opisthokonta,Opisthokonta
TP63,DDB2,Unknown,17984111,Opisthokonta,Opisthokonta
TP63,DEC1,Unknown,21317427,Opisthokonta,Mammalia
TP63,EVPL,Unknown,15988020,Vertebrata,Mammalia
TP63,FDXR,Unknown,12370809,Eumetazoa,Opisthokonta
TP63,ID2,Repression,21478550,Eumetazoa,Vertebrata
TP63,KLF4,Repression,20972454,Eumetazoa,Eumetazoa
TP63,PPARA,Unknown,19458633,Vertebrata,Vertebrata
TP63,SMARCD3,Unknown,15988020,Vertebrata,Vertebrata
TP63,TCF4,Activation,22232078,Vertebrata,Vertebrata
TP63,VDR,Activation,22521434,Vertebrata,Vertebrata
TP63,VDR,Unknown,16462763;17716971,Vertebrata,Vertebrata
TP63,XPC,Unknown,17984111,Vertebrata,Vertebrata
TP63,ZNF750,Unknown,22922031,Vertebrata,Vertebrata
TP65,CDK6,Unknown,24389100,Vertebrata,Vertebrata
TP73,AQP3,Unknown,11231003,Vertebrata,Vertebrata
TP73,BAX,Unknown,19067706,Vertebrata,Opisthokonta
TP73,BBC3,Activation,17700533,Vertebrata,Vertebrata
TP73,BIRC5,Unknown,19067706,Vertebrata,Vertebrata
TP73,CABLES1,Unknown,11706030,Vertebrata,Vertebrata
TP73,CDK1,Unknown,19067706,Vertebrata,Opisthokonta
TP73,CDKN1A,Activation,12841870;17700533,Vertebrata,Opisthokonta
TP73,CDKN1A,Unknown,16193303;19067706,Vertebrata,Eukaryota
TP73,E2F1,Unknown,19363520,Vertebrata,Vertebrata
TP73,FDXR,Unknown,12370809,Vertebrata,
TP73,MDM2,Unknown,10469568,Vertebrata,Hominidae
TP73,PMAIP1,Activation,17700533,Vertebrata,Hominidae
TP73,TERT,Repression,16205639,Vertebrata,Hominidae
TP73,VDR,Unknown,17716971,Vertebrata,Hominidae
TRAF6,CD40,Unknown,16143987,Vertebrata,Hominidae
TRAF6,TICAM1,Unknown,14530355;20047764,Vertebrata,Hominidae
TRAF6,VEGFA,Repression,22326918,Vertebrata,Hominidae
TRERF1,CCR7,Unknown,17006331,Vertebrata,Hominidae
TRERF1,CD40,Repression,18652845,Vertebrata,Eumetazoa
TRERF1,CD80,Repression,18652845,Vertebrata,Eumetazoa
TRERF1,CD86,Repression,18652845,Vertebrata,Eumetazoa
TRERF1,LILRB1,Repression,18652845,Vertebrata,Eumetazoa
TRERF1,LILRB2,Repression,18652845,Vertebrata,Vertebrata
TRERF1,LILRB4,Repression,18652845,Vertebrata,Vertebrata
TRIB3,ATF4,Repression,15781252;17707795,Vertebrata,Vertebrata
TRIB3,SMAD3,Unknown,21896644,Vertebrata,Hominidae
TRIM16,DES,Repression,22009481,Vertebrata,Vertebrata
TRIM16,E2F1,Repression,20729920,Vertebrata,Hominidae
TRIM16,VIM,Repression,22009481,Vertebrata,Vertebrata
TRIM22,NFKB1,Unknown,21651891,Vertebrata,Vertebrata
TRIM22,RELA,Unknown,21651891,Vertebrata,Vertebrata
TRIM25,DDX58,Unknown,21292167,Vertebrata,Vertebrata
TRIM28,E2F3,Repression,23060449,Vertebrata,Vertebrata
TRIM28,E2F4,Repression,23060449,Vertebrata,> Eukaryota
TRIM28,ID1,Unknown,21876767,Vertebrata,Opisthokonta
TRIM28,ZNF274,Unknown,21170338,Vertebrata,Eumetazoa
TRIP6,CDK6,Unknown,24389100,Vertebrata,Eumetazoa
TRPS1,KLK3,Unknown,14680804,Vertebrata,Mammalia
TRPS1,RUNX2,Repression,16140555,Vertebrata,Eumetazoa
TRRAP,CCND2,Activation,11511535,Vertebrata,Vertebrata
TRRAP,MITF,Repression,15581068,Vertebrata,Vertebrata
TSC22D1,CNP,Activation,20802130,Vertebrata,Vertebrata
TSC22D3,CCND1,Activation,19814803,Vertebrata,Vertebrata
TSC22D3,CDKN1A,Repression,19814803,Vertebrata,Vertebrata
TSC22D3,FOXO1,Repression,20018851,Vertebrata,Vertebrata
TSC22D3,FOXO3,Repression,20018851,Vertebrata,Vertebrata
TSC22D3,FOXO4,Repression,20018851,Vertebrata,Vertebrata
TSG101,CEP55,Unknown,18948538,Vertebrata,Vertebrata
TSG101,EGFR,Repression,19154774,Vertebrata,Eumetazoa
TSG101,REG4,Repression,18643869,Vertebrata,Vertebrata
TTF2,TPO,Activation,8602863,Vertebrata,Vertebrata
TTF2,TSG101,Unknown,21556761,Vertebrata,> Eukaryota
TWIST1,AKR1C2,Activation,19051271,Vertebrata,Eumetazoa
TWIST1,AKT2,Activation,21876555;22982861,Vertebrata,> Eukaryota
TWIST1,ATM,Activation,19051271,Vertebrata,Vertebrata
TWIST1,BCL2,Unknown,23095743,Vertebrata,Vertebrata
TWIST1,BMI1,Activation,21876555,Vertebrata,Eukaryota
TWIST1,CD44,Activation,17487558,Vertebrata,Eumetazoa
TWIST1,CDH1,Repression,15311212;19581928;20053763;21876555;22899291,Vertebrata,Eumetazoa
TWIST1,CDH1,Unknown,21796367,Vertebrata,Opisthokonta
TWIST1,CDH2,Unknown,21796367,Vertebrata,Opisthokonta
TWIST1,CTPS1,Activation,19051271,Vertebrata,Opisthokonta
TWIST1,DKK1,Unknown,18453541,Vertebrata,Mammalia
TWIST1,DNM3,Activation,18033314,Vertebrata,Opisthokonta
TWIST1,ERBB3,Repression,19051271,Vertebrata,Opisthokonta
TWIST1,ESR1,Repression,22056872,Vertebrata,Opisthokonta
TWIST1,F2R,Repression,19051271,Vertebrata,Vertebrata
TWIST1,FN1,Activation,20646316,Vertebrata,Vertebrata
TWIST1,FOS,Activation,19051271,Vertebrata,Opisthokonta
TWIST1,GDF15,Activation,19051271,Vertebrata,Opisthokonta
TWIST1,ICAM1,Activation,17487558,Vertebrata,Vertebrata
TWIST1,ILK,Repression,19051271,Vertebrata,Hominidae
TWIST1,ITGB1,Activation,17487558,Vertebrata,Vertebrata
TWIST1,KLF17,Unknown,24220291,Vertebrata,Mammalia
TWIST1,MAPK1,Activation,23222305,Vertebrata,Hominidae
TWIST1,MAPK3,Activation,23222305,Vertebrata,Vertebrata
TWIST1,MMP1,Unknown,23222305,Vertebrata,Opisthokonta
TWIST1,MMP2,Activation,20646316,Vertebrata,Opisthokonta
TWIST1,MYB,Repression,19051271,Vertebrata,Opisthokonta
TWIST1,NF1,Repression,19051271,Vertebrata,Vertebrata
TWIST1,NR2F1,Activation,19051271,Vertebrata,Opisthokonta
TWIST1,PFDN4,Repression,19051271,Vertebrata,Vertebrata
TWIST1,RAP1A,Repression,19051271,Vertebrata,Vertebrata
TWIST1,RBL2,Repression,19051271,Vertebrata,Vertebrata
TWIST1,RUNX2,Repression,21503964;21931630,Vertebrata,Vertebrata
TWIST1,RUNX2,Unknown,12270142,Vertebrata,Opisthokonta
TWIST1,SRPX,Repression,19051271,Vertebrata,Vertebrata
TWIST1,TIMP1,Repression,19513566,Opisthokonta,Vertebrata
TWIST1,YBX1,Activation,21876555,Opisthokonta,Vertebrata
TWIST1,YBX1,Unknown,19318582,Opisthokonta,Vertebrata
TWIST2,AKR1C2,Activation,19051271,Opisthokonta,Hominidae
TWIST2,ATM,Activation,19051271,Opisthokonta,Mammalia
TWIST2,CD44,Activation,17487558,Opisthokonta,Vertebrata
TWIST2,CDH1,Unknown,21796367,Opisthokonta,Mammalia
TWIST2,CDH2,Repression,19581928,Opisthokonta,Eumetazoa
TWIST2,CDH2,Unknown,21796367,Opisthokonta,
TWIST2,CTPS1,Activation,19051271,Opisthokonta,Eumetazoa
TWIST2,DKK1,Unknown,18453541,Opisthokonta,Vertebrata
TWIST2,ERBB3,Repression,19051271,Opisthokonta,Opisthokonta
TWIST2,F2R,Repression,19051271,Opisthokonta,Vertebrata
TWIST2,FN1,Activation,20646316,Opisthokonta,Hominidae
TWIST2,FOS,Activation,19051271,Opisthokonta,Vertebrata
TWIST2,GDF15,Activation,19051271,Opisthokonta,Vertebrata
TWIST2,ICAM1,Activation,17487558,Opisthokonta,Hominidae
TWIST2,ILK,Repression,19051271,Opisthokonta,Vertebrata
TWIST2,ITGB1,Activation,17487558,Opisthokonta,Vertebrata
TWIST2,MMP2,Activation,20646316,Opisthokonta,Eumetazoa
TWIST2,MYB,Repression,19051271,Opisthokonta,Eukaryota
TWIST2,NF1,Repression,19051271,Opisthokonta,> Eukaryota
TWIST2,NR2F1,Activation,19051271,Opisthokonta,> Eukaryota
TWIST2,PFDN4,Repression,19051271,Opisthokonta,Eumetazoa
TWIST2,POSTN,Unknown,21801849,Opisthokonta,> Eukaryota
TWIST2,RAP1A,Repression,19051271,Opisthokonta,Hominidae
TWIST2,RBL2,Repression,19051271,Opisthokonta,Opisthokonta
TWIST2,RUNX2,Repression,21931630,Hominidae,Opisthokonta
TWIST2,RUNX2,Unknown,12270142,Hominidae,Vertebrata
TWIST2,SRPX,Repression,19051271,Opisthokonta,Eumetazoa
UBP1,CYP11A1,Unknown,18004979,Opisthokonta,Eumetazoa
UBTF,TAF1B,Unknown,10082553,Vertebrata,Opisthokonta
UHRF1,ABCB1,Repression,20037778,Hominidae,Vertebrata
UHRF1,PPARG,Repression,22286757,Hominidae,Hominidae
UHRF1,RB1,Activation,16007129,Hominidae,Hominidae
UHRF1,TOP2A,Unknown,10646863,Hominidae,Hominidae
UHRF1,VEGFA,Unknown,17934516,Hominidae,Hominidae
UPF1,NCBP1,Unknown,20691628,Hominidae,Vertebrata
UPF1,SLBP,Unknown,25016523,Hominidae,Hominidae
UPF2,UPF1,Unknown,19095803,Hominidae,Hominidae
URI1,AR,Repression,21730289,Hominidae,Hominidae
USF1,ABCA1,Activation,11861672,Vertebrata,Hominidae
USF1,AGT,Repression,18802024,Hominidae,Hominidae
USF1,APC,Activation,11241666,Hominidae,Hominidae
USF1,APEX1,Unknown,7534297,Hominidae,Hominidae
USF1,APOA2,Unknown,9880489,Hominidae,Vertebrata
USF1,APOA5,Activation,15684402;18572192,Hominidae,Hominidae
USF1,APOA5,Unknown,20054229,Hominidae,Hominidae
USF1,ASCL2,Repression,12917334,Hominidae,Hominidae
USF1,ASPH,Unknown,19087304,Hominidae,Hominidae
USF1,B2M,Activation,12480693,Hominidae,Hominidae
USF1,BRCA2,Unknown,10557089,Eumetazoa,Hominidae
USF1,CCNB1,Unknown,10548544,Eumetazoa,Hominidae
USF1,CD2,Activation,7929376,Vertebrata,Opisthokonta
USF1,CEACAM1,Activation,21050451;8055923,Vertebrata,Hominidae
USF1,CEACAM5,Activation,7876096,Eumetazoa,Eumetazoa
USF1,CIITA,Activation,9491997,Eumetazoa,Vertebrata
USF1,CIITA,Unknown,10202014,Eumetazoa,Hominidae
USF1,CTSB,Unknown,14669984;15276216,Vertebrata,Eumetazoa
USF1,CTSD,Activation,9731700,Opisthokonta,Eumetazoa
USF1,CXCR4,Activation,10229837,Vertebrata,Opisthokonta
USF1,CYP19A1,Repression,12917334,Vertebrata,Opisthokonta
USF1,CYP1A1,Repression,9388470,Vertebrata,Vertebrata
USF1,EXT1,Unknown,22037484,Vertebrata,Hominidae
USF1,FBP1,Unknown,11023824,Vertebrata,Vertebrata
USF1,FCER1A,Unknown,11180124,Vertebrata,Vertebrata
USF1,FMO3,Unknown,17786630,Vertebrata,Vertebrata
USF1,FMR1,Activation,11058604,Vertebrata,Primates
USF1,FMR1,Unknown,15175277,Vertebrata,Primates
USF1,FOXA2,Activation,22460558,Vertebrata,Mammalia
USF1,GATA5,Activation,22625849,Vertebrata,Mammalia
USF1,GCK,Activation,9677331,Vertebrata,Opisthokonta
USF1,HMOX1,Activation,15242350,Vertebrata,Vertebrata
USF1,HOXB4,Activation,12791656,Opisthokonta,Hominidae
USF1,HOXB4,Unknown,11085749,Opisthokonta,Vertebrata
USF1,HOXB7,Unknown,12697323,Opisthokonta,Hominidae
USF1,ID4,Unknown,9516472,Opisthokonta,Eumetazoa
USF1,IFNG,Unknown,8900159,Opisthokonta,Hominidae
USF1,ISG20,Unknown,10871365,Opisthokonta,Hominidae
USF1,LIPC,Unknown,15721010;19416648,Opisthokonta,Hominidae
USF1,MVP,Unknown,24173679,Opisthokonta,Hominidae
USF1,MYH9,Unknown,11467950,Opisthokonta,Hominidae
USF1,NFKB1,Unknown,19686049,Opisthokonta,Hominidae
USF1,NPHS2,Unknown,16572591,Opisthokonta,Primates
USF1,P4HA1,Activation,16488890,Opisthokonta,Hominidae
USF1,PF4,Activation,15187018,Opisthokonta,Opisthokonta
USF1,PIGR,Activation,14644095,Opisthokonta,Hominidae
USF1,PIGR,Unknown,15864740,Opisthokonta,Eukaryota
USF1,PKLR,Unknown,7852331,Opisthokonta,Eukaryota
USF1,POU2F1,Unknown,18845576,Opisthokonta,Vertebrata
USF1,PTGDS,Activation,17574780,Opisthokonta,Vertebrata
USF1,PTGDS,Repression,18817855,Opisthokonta,Vertebrata
USF1,PTGS2,Repression,18817855,Opisthokonta,Vertebrata
USF1,PTPN6,Unknown,12071971,Opisthokonta,Vertebrata
USF1,RELA,Unknown,19686049,Opisthokonta,Vertebrata
USF1,S100A6,Activation,11118618,Opisthokonta,Eukaryota
USF1,SCN9A,Unknown,8923453,Opisthokonta,Vertebrata
USF1,SERBP1,Activation,18234320,Opisthokonta,Vertebrata
USF1,SERPINE1,Activation,16902162,Opisthokonta,Eumetazoa
USF1,SERPINE1,Unknown,12235287,Opisthokonta,Vertebrata
USF1,SF1,Unknown,18165439,Opisthokonta,Opisthokonta
USF1,SLC16A1,Unknown,15691871,Opisthokonta,Vertebrata
USF1,SLC19A1,Activation,15214842,Opisthokonta,Vertebrata
USF1,SLC1A3,Unknown,14713304,Opisthokonta,Vertebrata
USF1,SLC22A2,Activation,17314196,Opisthokonta,Vertebrata
USF1,SLC22A2,Unknown,18508876,Opisthokonta,Eumetazoa
USF1,TBX21,Unknown,22258560,Opisthokonta,Eumetazoa
USF1,TCN2,Unknown,9774437,Opisthokonta,Opisthokonta
USF1,TERT,Activation,12970752,Opisthokonta,Eukaryota
USF1,TERT,Repression,12941894,Opisthokonta,> Eukaryota
USF1,TERT,Unknown,12044867,Opisthokonta,Vertebrata
USF1,TGFB1,Activation,14757763,Opisthokonta,Vertebrata
USF1,TGFB2,Activation,11776974,Opisthokonta,Vertebrata
USF1,TOP3A,Activation,9748294,Opisthokonta,Vertebrata
USF1,TRAP,Activation,12663664,Opisthokonta,Vertebrata
USF1,TYMS,Unknown,12782596,Opisthokonta,Mammalia
USF2,ABCA1,Activation,11861672,Opisthokonta,Hominidae
USF2,APC,Activation,11241666,Opisthokonta,Amniota
USF2,APOA2,Unknown,9880489,Opisthokonta,Hominidae
USF2,APOA5,Activation,18572192,Opisthokonta,Vertebrata
USF2,APOA5,Unknown,15684402,Opisthokonta,Opisthokonta
USF2,ASCL2,Repression,12917334,Opisthokonta,Vertebrata
USF2,ASPH,Unknown,19087304,Opisthokonta,Opisthokonta
USF2,ATP5F1A,Activation,10434034,Opisthokonta,Vertebrata
USF2,B2M,Activation,12480693,Opisthokonta,Vertebrata
USF2,BRCA1,Unknown,14502648,Opisthokonta,Eukaryota
USF2,BRCA2,Unknown,10557089,Opisthokonta,Eukaryota
USF2,CD2,Activation,7929376,Opisthokonta,Eukaryota
USF2,CEACAM1,Activation,8055923,Opisthokonta,Vertebrata
USF2,CEACAM5,Activation,7876096,Opisthokonta,Opisthokonta
USF2,CFTR,Unknown,23560079,Opisthokonta,Vertebrata
USF2,CTSB,Unknown,14669984;15276216,Opisthokonta,> Eukaryota
USF2,CTSD,Activation,9731700,Opisthokonta,Mammalia
USF2,CXCR2,Activation,10229837,Opisthokonta,Vertebrata
USF2,CXCR4,Activation,10229837,Opisthokonta,Eumetazoa
USF2,CYP19A1,Repression,12917334,Opisthokonta,Vertebrata
USF2,EPAS1,Unknown,23991099,Opisthokonta,Vertebrata
USF2,FBP1,Unknown,11023824,Opisthokonta,Vertebrata
USF2,FCER1A,Unknown,11180124,Opisthokonta,> Eukaryota
USF2,FMR1,Activation,11058604,Opisthokonta,Vertebrata
USF2,FMR1,Unknown,15175277,Opisthokonta,Mammalia
USF2,HIF1A,Unknown,23991099,Opisthokonta,Vertebrata
USF2,HMOX1,Activation,15242350,Opisthokonta,> Eukaryota
USF2,HOXB4,Activation,12791656,Opisthokonta,> Eukaryota
USF2,HOXB4,Unknown,11085749,Opisthokonta,> Eukaryota
USF2,IGF2R,Activation,12857727,Opisthokonta,Vertebrata
USF2,LIPC,Unknown,19416648,Opisthokonta,> Eukaryota
USF2,MYH9,Unknown,11467950,Opisthokonta,Eumetazoa
USF2,NR5A1,Unknown,18165439,Opisthokonta,Hominidae
USF2,P4HA1,Activation,16488890,Opisthokonta,Hominidae
USF2,PDX1,Activation,10393088,Opisthokonta,Hominidae
USF2,PF4,Activation,15187018,Opisthokonta,Mammalia
USF2,PIGR,Activation,14644095,Opisthokonta,Vertebrata
USF2,PIGR,Unknown,15864740,Opisthokonta,Vertebrata
USF2,PKLR,Unknown,7852331,Opisthokonta,Primates
USF2,POU2F1,Unknown,18845576,Opisthokonta,Hominidae
USF2,PTGS2,Unknown,12057991,Opisthokonta,Vertebrata
USF2,PTPN6,Unknown,12071971,Opisthokonta,> Eukaryota
USF2,SF1,Unknown,18165439,Opisthokonta,> Eukaryota
USF2,SLC19A1,Activation,15214842,Opisthokonta,> Eukaryota
USF2,TCN2,Unknown,9774437,Opisthokonta,Eumetazoa
USF2,TERT,Activation,12970752,Opisthokonta,Vertebrata
USF2,TERT,Repression,12941894,Opisthokonta,Vertebrata
USF2,TERT,Unknown,12044867,Opisthokonta,Vertebrata
USF2,TGFB1,Activation,14757763,Opisthokonta,Vertebrata
USF2,TGFB1,Unknown,15184388,Opisthokonta,Eumetazoa
USF2,TGFB2,Activation,11776974,Opisthokonta,Opisthokonta
USF2,TGFB2,Unknown,8943301,Opisthokonta,Opisthokonta
USF2,THBS1,Activation,15184388,Opisthokonta,Opisthokonta
USF2,TOP3A,Activation,11557042,Opisthokonta,Opisthokonta
USF2,TRAP,Activation,12663664,Opisthokonta,Opisthokonta
UTF1,CDKN1B,Unknown,23536577,Opisthokonta,Vertebrata
VDR,AMH,Unknown,19056816,Opisthokonta,Vertebrata
