Tf,distance
YLR034C,Ascomycota
YLR035C,Ascomycota
YIL089W,Saccharomyces
YLR037C,Saccharomycetaceae
YLR038C,Saccharomycetaceae
YLR039C,Saccharomycetaceae
YLR043C,Eukaryota
YLR044C,Ascomycota
YLR046C,Ascomycota
YLR047C,Saccharomyceta
YLR048W,Ascomycota
YLR049C,Ascomycota
YLR050C,Ascomycota
YLR051C,Ascomycota
YLR052W,Ascomycota
YLR054C,Ascomycota
YLR055C,Ascomycota
YLR056W,Ascomycota
YLR057W,Ascomycota
YLR058C,Ascomycota
YLR059C,Ascomycota
YLR060W,Ascomycota
YLR061W,> Eukaryota
YLR064W,> Eukaryota
YLR065C,> Eukaryota
YLR066W,> Eukaryota
YLR067C,> Eukaryota
YLR068W,> Eukaryota
YLR071C,Ascomycota
YLR072W,Fungi
YLR074C,Fungi
YLR075W,Fungi
YLR077W,Fungi
YLR079W,Fungi
YLR080W,Ascomycota
YLR081W,Saccharomyceta
YLR084C,Eukaryota
YLR089C,Ascomycota
YLR090W,Saccharomycetaceae
YLR092W,Fungi
YLR093C,Fungi
YLR094C,Fungi
YLR095C,Fungi
YLR096W,Opisthokonta
YLR097C,Opisthokonta
YLR098C,Saccharomycetaceae
YLR099C,Saccharomyceta
YLR100W,Saccharomyceta
YLR103C,Saccharomyceta
YLR104W,Saccharomyceta
YLR105C,Saccharomyceta
YLR108C,Ascomycota
YLR109W,Ascomycota
YLR110C,Ascomycota
YLR113W,Fungi
YLR114C,Fungi
YLR115W,Eukaryota
YLR120C,Saccharomyceta
YLR121C,Saccharomyceta
YLR126C,Saccharomyceta
YLR127C,Saccharomyceta
YLR128W,Saccharomyceta
YGL038C,Ascomycota
YGL037C,Ascomycota
YGL036W,Ascomycota
YGL033W,Ascomycota
YGL032C,Ascomycota
YGL031C,Ascomycota
YGL030W,Ascomycota
YGL028C,Ascomycota
YGL026C,Ascomycota
YGL021W,Saccharomycetaceae
YGL013C,Saccharomycetaceae
YGL012W,Fungi
YGL011C,> Eukaryota
YGL010W,> Eukaryota
YGL009C,Dikarya
YGL008C,Ascomycota
YGL005C,Ascomycota
YGL004C,Ascomycota
YGL001C,Ascomycota
YGR004W,Fungi
YGR009C,Saccharomycetaceae
YGR010W,Eukaryota
YGR012W,Eukaryota
YGR013W,Eukaryota
YGR014W,Ascomycota
YGR015C,Fungi
YGR016W,Fungi
YGR017W,Fungi
YGR019W,Fungi
YGR020C,Fungi
YGR021W,Fungi
YGR024C,Saccharomycetaceae
YGR027C,Dikarya
YGR028W,Dikarya
YGR032W,Saccharomyceta
YGR033C,Saccharomyceta
YGR034W,Ascomycota
YGR036C,Ascomycota
YGR037C,Ascomycota
YGR038W,Ascomycota
YGR040W,Saccharomycetaceae
YGR041W,Saccharomycetaceae
YGR043C,> Eukaryota
YGR044C,> Eukaryota
YGR047C,> Eukaryota
YGR048W,> Eukaryota
YGR049W,Saccharomycetaceae
YGR052W,Ascomycota
YGR055W,Ascomycota
YGR056W,Ascomycota
YGR059W,Ascomycota
YGR060W,Ascomycota
YGR061C,Ascomycota
YGR067C,Ascomycota
YGR070W,Saccharomyces
YGR071C,Saccharomycetaceae
YGR072W,Saccharomycetaceae
YGR075C,Saccharomycetaceae
YGR076C,Saccharomycetaceae
YGR077C,Saccharomycetaceae
YGR078C,Saccharomycetaceae
YGR079W,Saccharomycetaceae
YIL149C,Fungi
YIL148W,Eukaryota
YIL146C,Eukaryota
YIL145C,Eukaryota
YIL144W,Eukaryota
YIL140W,Ascomycota
YIL139C,Ascomycota
YIL138C,Ascomycota
YIL137C,Saccharomyceta
YIL136W,Saccharomyceta
YIL135C,Saccharomyceta
YIL134W,Eukaryota
YIL133C,Ascomycota
YIL131C,Ascomycota
YIL130W,Ascomycota
YIL129C,Ascomycota
YIL128W,Ascomycota
YIL127C,Ascomycota
YIL126W,Fungi
YIL125W,Fungi
YIL123W,Saccharomycetaceae
YIL122W,Saccharomycetaceae
YIL121W,Saccharomyceta
YIL120W,Saccharomyceta
YIL119C,Saccharomyceta
YIL118W,Ascomycota
YIL117C,Saccharomycetaceae
YIL116W,Saccharomycetaceae
YIL115C,Saccharomycetaceae
YIL114C,Saccharomycetaceae
YIL113W,Saccharomyces
YIL112W,Saccharomyces
YIL111W,Fungi
YIL109C,Ascomycota
YIL108W,Ascomycota
YIL107C,Ascomycota
YIL106W,Eukaryota
YIL105C,Ascomycota
YIL102C,Saccharomyces
YIL101C,Saccharomyces
YIL099W,Saccharomyces
YIL098C,Saccharomyces
YIL097W,Saccharomyces
YIL096C,Saccharomyces
YIL095W,Fungi
YIL094C,Fungi
YIL091C,Fungi
YIL090W,Fungi
YIL088C,Fungi
YIL085C,Ascomycota
YIL084C,Ascomycota
YIL083C,Ascomycota
YIL082W,Ascomycota
YIL077C,Dikarya
YIL076W,Dikarya
YIL075C,> Eukaryota
YIL074C,Dikarya
YIL072W,Dikarya
YIL070C,Dikarya
YIL069C,Ascomycota
YIL067C,Ascomycota
YIL066C,> Eukaryota
YIL063C,> Eukaryota
YIL062C,> Eukaryota
YIL061C,> Eukaryota
YIL056W,Saccharomyceta
YIL055C,Saccharomyceta
YIL053W,Ascomycota
YIL051C,Ascomycota
YIL050W,Saccharomycetaceae
YIL048W,Ascomycota
YIL045W,Saccharomycetaceae
YKL138C,Saccharomycetaceae
YKL137W,Saccharomycetaceae
YKL135C,> Eukaryota
YKL132C,Fungi
YKL124W,Fungi
YKL120W,Eukaryota
YKL113C,> Eukaryota
YKL112W,> Eukaryota
YKL110C,> Eukaryota
YKL108W,> Eukaryota
YKL107W,> Eukaryota
YKL106W,> Eukaryota
YKL104C,Ascomycota
YKL103C,Ascomycota
YKL101W,Fungi
YKL100C,Fungi
YKL096W,Fungi
YKL095W,Fungi
YKL091C,Saccharomyces
YKL090W,Saccharomyces
YKL087C,Eukaryota
YKL086W,Eukaryota
YKL085W,Eukaryota
YKL084W,Eukaryota
YKL082C,Eukaryota
YKL081W,Ascomycota
YKL080W,Ascomycota
YKL079W,Ascomycota
YKL078W,Ascomycota
YKL077W,Ascomycota
YKL073W,> Eukaryota
YKL072W,Fungi
YKL071W,Fungi
YKL070W,Fungi
YKL069W,Fungi
YKL067W,Ascomycota
YKL063C,Fungi
YKL062W,Saccharomyceta
YKL060C,Saccharomyceta
YKL059C,Saccharomyceta
YKL058W,Saccharomyceta
YKL054C,Saccharomyceta
YKL052C,Saccharomyceta
YKL051W,Saccharomyceta
YKL049C,Saccharomyceta
YKL045W,Ascomycota
YKL043W,Saccharomycetaceae
YKL042W,Saccharomycetaceae
YKL040C,Saccharomycetaceae
YKL039W,Eukaryota
YKL038W,Dikarya
YKL035W,Ascomycota
YKL034W,Ascomycota
YKL032C,Saccharomycetaceae
YKL029C,Saccharomycetaceae
YKL028W,Saccharomycetaceae
YKL026C,Fungi
YKL025C,Fungi
YNL059C,Fungi
YNL058C,Saccharomycetaceae
YNL055C,Saccharomycetaceae
YNL053W,Fungi
YNL052W,Fungi
YNL051W,Fungi
YNL050C,Fungi
YNL049C,Ascomycota
YNL048W,Ascomycota
YNL047C,Ascomycota
YNL044W,Saccharomyceta
YNL041C,Saccharomyceta
YNL040W,Saccharomyceta
YNL039W,Saccharomyceta
YNL038W,Saccharomyceta
YNL037C,Ascomycota
YNL036W,Ascomycota
YNL035C,Ascomycota
YNL034W,Saccharomyces
YNL018C,Saccharomyces
YNL031C,Eukaryota
YNL030W,Saccharomycetaceae
YNL029C,Ascomycota
YNL027W,Ascomycota
YNL016W,Fungi
YNL015W,Fungi
YNL014W,Ascomycota
YNL012W,Ascomycota
YNL011C,Ascomycota
YNL010W,Ascomycota
YNL009W,Ascomycota
YNL008C,Fungi
YNL007C,Ascomycota
YNL006W,Ascomycota
YNL005C,Ascomycota
YNL004W,Fungi
YNL002C,Saccharomyceta
YNL001W,Fungi
YNR001C,Dikarya
YNR002C,Saccharomyceta
YNR006W,Eukaryota
YNR007C,Eukaryota
YNR008W,Eukaryota
YNR009W,Eukaryota
YNR010W,Eukaryota
YNR011C,Fungi
YNR012W,Eukaryota
YNR013C,Opisthokonta
YNR016C,> Eukaryota
YNR017W,> Eukaryota
YNR018W,> Eukaryota
YNR019W,Ascomycota
YNR028W,Saccharomyceta
YNR029C,Saccharomyceta
YNR030W,Saccharomyceta
YNR031C,> Eukaryota
YNR032W,Saccharomyceta
YNR033W,Fungi
YNR036C,Ascomycota
YNR037C,Ascomycota
YNR038W,Ascomycota
YNR039C,Ascomycota
YNR040W,Ascomycota
YNR041C,Ascomycota
YNR043W,Ascomycota
YNR046W,Ascomycota
YNR049C,Dikarya
YNR050C,Dikarya
YGL154C,Dikarya
YGL153W,Dikarya
YGL151W,Dikarya
YGL147C,Ascomycota
YGL144C,Ascomycota
YGL143C,Ascomycota
YGL140C,Dikarya
YGL139W,Ascomycota
YGL138C,Ascomycota
YGL137W,> Eukaryota
YGL136C,> Eukaryota
YGL135W,Ascomycota
YGL134W,Saccharomycetaceae
YGL133W,Fungi
YGL125W,Fungi
YGL124C,Fungi
YGL123W,Fungi
YGL122C,Fungi
YGL121C,Fungi
YGL120C,Saccharomycetaceae
YGL119W,Saccharomycetaceae
YGL116W,Fungi
YGL115W,Eukaryota
YGL114W,Eukaryota
YGL113W,Eukaryota
YGL108C,Eukaryota
YGL107C,Saccharomyceta
YGL106W,Saccharomyceta
YGL104C,Saccharomyceta
YGL103W,Saccharomyceta
YGL100W,> Eukaryota
YGL099W,> Eukaryota
YGL098W,> Eukaryota
YGL097W,> Eukaryota
YGL096W,Saccharomyces
YGL092W,Fungi
YGL089C,Saccharomycetaceae
YGL080W,Eukaryota
YGL079W,Eukaryota
YGL077C,> Eukaryota
YGL073W,Ascomycota
YGL071W,Saccharomyceta
YGL070C,Saccharomyceta
YGL068W,Saccharomyceta
YGL062W,Dikarya
YGL059W,Saccharomyceta
YGL058W,Eukaryota
YGL056C,Fungi
YGL055W,Fungi
YGL050W,Saccharomycetaceae
YGL048C,> Eukaryota
YGL047W,> Eukaryota
YPR013C,Saccharomycetaceae
YPR016C,Saccharomycetaceae
YPR017C,Saccharomycetaceae
YPR018W,Saccharomycetaceae
YPR019W,Ascomycota
YPR020W,Ascomycota
YPR021C,Eukaryota
YPR022C,Eukaryota
YPR025C,Eukaryota
YPR026W,Eukaryota
YPR028W,Eukaryota
YPR029C,> Eukaryota
YPR030W,Saccharomyceta
YPR032W,Fungi
YPR035W,Eukaryota
YPR036W,Eukaryota
YPR040W,Saccharomyceta
YPR042C,Saccharomycetaceae
YPR043W,Ascomycota
YPR045C,Ascomycota
YPR046W,Ascomycota
YPR047W,Ascomycota
YPR048W,Eukaryota
YPR049C,Eukaryota
YPR051W,Eukaryota
YPR052C,Ascomycota
YPR054W,Saccharomyceta
YPR055W,Saccharomyceta
YPR056W,Saccharomyceta
YPR057W,Saccharomyceta
YPR058W,Eukaryota
YPR060C,Eukaryota
YPR061C,Eukaryota
YPR062W,Eukaryota
YPR063C,Eukaryota
YPR065W,Eukaryota
YPR066W,Eukaryota
YPR067W,Eukaryota
YPR068C,Opisthokonta
YPR072W,Ascomycota
YPR074C,Ascomycota
YPR075C,Ascomycota
YPR080W,Ascomycota
YPR081C,Saccharomyces
YPR084W,Saccharomyces
YPR085C,Saccharomyces
YPR086W,Saccharomyces
YPR093C,Ascomycota
YPR094W,Ascomycota
YPR095C,Ascomycota
YPR101W,Ascomycota
YPR102C,> Eukaryota
YPR103W,> Eukaryota
YPR104C,Fungi
YPR107C,Fungi
YPR108W,Fungi
YPR109W,Fungi
YPR110C,> Eukaryota
YPR111W,Saccharomycetaceae
YPR112C,Eukaryota
YPR113W,Eukaryota
YPR118W,Ascomycota
YPR119W,Dikarya
YPR120C,Saccharomyceta
YPR121W,Fungi
YPR122W,> Eukaryota
YPR124W,> Eukaryota
YPR125W,Ascomycota
YPR127W,Ascomycota
YPR128C,Ascomycota
YPR129W,Ascomycota
YJR147W,Ascomycota
YLL060C,Ascomycota
YLL052C,Ascomycota
YOR076C,Ascomycota
YPR027C,Ascomycota
YER007W,> Eukaryota
YER010C,> Eukaryota
YER011W,Saccharomycetaceae
YER012W,Saccharomycetaceae
YER013W,Saccharomycetaceae
YER014W,Saccharomycetaceae
YER015W,Saccharomyceta
YER017C,Eukaryota
YER018C,Eukaryota
YER019W,Eukaryota
YER021W,Ascomycota
YER022W,Ascomycota
YER023W,Ascomycota
YER024W,Opisthokonta
YER025W,Opisthokonta
YER026C,Opisthokonta
YER027C,Fungi
YER028C,Fungi
YER029C,Fungi
YER030W,Fungi
YER031C,Saccharomyces
YER032W,Saccharomyces
YER033C,Saccharomyces
YER034W,Saccharomyces
YER036C,Ascomycota
YER037W,Eukaryota
YER038C,Eukaryota
YER039C,Fungi
YER040W,Fungi
YER041W,Fungi
YER043C,Fungi
YER044C,Fungi
YER045C,Saccharomyceta
YER046W,Saccharomyceta
YER047C,> Eukaryota
YER048C,Fungi
YER049W,Fungi
YER052C,Fungi
YER053C,Fungi
YER055C,Saccharomycetaceae
YER061C,Ascomycota
YER062C,Ascomycota
YER064C,Saccharomyceta
YER065C,Saccharomycetaceae
YER068W,Saccharomyceta
YER069W,Saccharomyceta
YER070W,> Eukaryota
YER071C,> Eukaryota
YER072W,> Eukaryota
YER073W,Fungi
YER074W,Ascomycota
YER075C,Dikarya
YER076C,Dikarya
YER077C,Dikarya
YER078C,Eukaryota
YER079W,Eukaryota
YER080W,Eukaryota
YER081W,Dikarya
YER082C,Dikarya
YER086W,Fungi
YER087W,Fungi
YER088C,Ascomycota
YER089C,Saccharomycetaceae
YER090W,Dikarya
YER091C,Dikarya
YER092W,Dikarya
YER094C,Saccharomyces
YER095W,Saccharomycetaceae
YDR516C,Ascomycota
YDR517W,Ascomycota
YDR518W,Saccharomycetaceae
YDR519W,Eukaryota
YDR520C,Eukaryota
YDR522C,Ascomycota
YDR523C,> Eukaryota
YDR524C,> Eukaryota
YDR527W,Ascomycota
YDR528W,Saccharomycetaceae
YDR529C,Saccharomycetaceae
YDR530C,Fungi
YDR531W,Fungi
YDR533C,Fungi
YDR536W,Fungi
YDR541C,Saccharomyceta
YDR542W,Saccharomycetaceae
YDR543C,Saccharomyces
YDR544C,Saccharomyces
YBL109W,Saccharomyces
YDR545W,Saccharomycetaceae
YEL077C,Saccharomycetaceae
YEL076C,Saccharomyces
YEL075C,Saccharomyces
YEL072W,Saccharomyces
YEL071W,Ascomycota
YEL070W,Saccharomyces
YEL069C,Saccharomyces
YEL066W,Saccharomycetaceae
YEL065W,Saccharomyceta
YEL063C,Saccharomyceta
YEL062W,Saccharomyceta
YEL061C,> Eukaryota
YEL060C,Eukaryota
YEL058W,Eukaryota
YEL056W,> Eukaryota
YEL055C,> Eukaryota
YEL054C,Fungi
YEL053C,Fungi
YEL052W,Fungi
YEL050C,Fungi
YEL049W,Saccharomycetaceae
YEL047C,Ascomycota
YEL046C,Ascomycota
YEL044W,Ascomycota
YEL043W,Ascomycota
YEL041W,Saccharomyceta
YEL040W,Ascomycota
YEL039C,Eukaryota
YEL038W,Eukaryota
YEL037C,Eukaryota
YEL036C,Ascomycota
YEL034W,> Eukaryota
YEL032W,> Eukaryota
YEL030W,Saccharomyces
YEL027W,Dikarya
YEL025C,Eukaryota
YEL024W,Eukaryota
YEL023C,Eukaryota
YEL022W,Eukaryota
YEL021W,Eukaryota
YEL020C,Fungi
YEL017W,Saccharomycetaceae
YEL016C,Eukaryota
YEL015W,Eukaryota
YEL012W,Eukaryota
YEL011W,Eukaryota
YEL009C,Eukaryota
YEL007W,Saccharomycetaceae
YEL005C,Saccharomyces
YEL004W,Saccharomyces
YEL003W,Saccharomyces
YEL002C,Saccharomyces
YEL001C,Saccharomyces
YER001W,Saccharomyces
YER002W,Saccharomyces
YER096W,Saccharomyces
YER098W,Ascomycota
YER099C,Ascomycota
YER100W,Ascomycota
YER101C,Saccharomycetaceae
YER102W,Ascomycota
YER103W,Ascomycota
YER104W,Ascomycota
YER105C,Saccharomyces
YER106W,Saccharomyces
YER107C,Saccharomyces
YER111C,Ascomycota
YER112W,Ascomycota
YER114C,Fungi
YER116C,Fungi
YER117W,Ascomycota
YER118C,Ascomycota
YER120W,> Eukaryota
YER122C,Eukaryota
YER123W,> Eukaryota
YER124C,> Eukaryota
YER125W,Ascomycota
YER126C,Ascomycota
YER127W,Ascomycota
YER129W,Eukaryota
YER130C,Fungi
YER131W,Ascomycota
YER133W,Ascomycota
YER134C,Ascomycota
YER136W,Ascomycota
YER139C,Saccharomyceta
YER140W,Saccharomyceta
YER141W,Saccharomyceta
YER142C,Saccharomyceta
YER143W,Saccharomyceta
YER145C,Saccharomyceta
YER146W,Saccharomyceta
YER147C,Saccharomyceta
YER148W,Saccharomyceta
YER149C,Saccharomyceta
YER150W,Saccharomyces
YER152C,Saccharomyces
YER153C,Saccharomyces
YER154W,Saccharomyces
YER155C,Saccharomyces
YER156C,Saccharomyces
YER157W,Saccharomyces
YER158C,Saccharomycetaceae
YER159C,Saccharomycetaceae
YER161C,Saccharomycetaceae
YER162C,Ascomycota
YER163C,Ascomycota
YER167W,Fungi
YER169W,Fungi
YER171W,Ascomycota
YER172C,> Eukaryota
YER173W,> Eukaryota
YER175C,Saccharomyceta
YER176W,Saccharomycetaceae
YER177W,Eukaryota
YER179W,Ascomycota
YER180C,Ascomycota
YER182W,Ascomycota
YER183C,Ascomycota
YER184C,Saccharomyces
YER185W,Saccharomyces
YER189W,Saccharomyces
YER190W,Saccharomycetaceae
YFL066C,Saccharomycetaceae
YFL065C,Saccharomyces
YFL064C,Saccharomyces
YFL063W,Saccharomyces
YFL062W,Saccharomyces
YFL061W,Saccharomyces
YFL060C,Eukaryota
YFL059W,> Eukaryota
YFL055W,Fungi
YJR033C,Fungi
YJR034W,Fungi
YJR041C,Eukaryota
YJR042W,Eukaryota
YJR043C,Eukaryota
YJR044C,Eukaryota
YJR045C,Opisthokonta
YJR046W,Opisthokonta
YJR047C,> Eukaryota
YJR048W,Eukaryota
YJR049C,Saccharomyceta
YJR050W,Saccharomyceta
YJR051W,Ascomycota
YJR052W,Ascomycota
YJR054W,Ascomycota
YJR057W,Ascomycota
YJR058C,> Eukaryota
YJR059W,Opisthokonta
YJR060W,Opisthokonta
YJR061W,Saccharomycetaceae
YJR062C,Saccharomycetaceae
YJR063W,Saccharomycetaceae
YJR069C,> Eukaryota
YJR073C,> Eukaryota
YJR075W,Ascomycota
YJR077C,Eukaryota
YJR078W,Eukaryota
YJR080C,Eukaryota
YJR083C,Eukaryota
YJR084W,Eukaryota
YJR085C,Eukaryota
YJR086W,Eukaryota
YJR088C,Eukaryota
YJR089W,Eukaryota
YJR090C,Eukaryota
YJR091C,Ascomycota
YJR092W,Ascomycota
YJR093C,Ascomycota
YJR094C,Ascomycota
YJR095W,Eukaryota
YJR097W,Eukaryota
YJR098C,Eukaryota
YJR099W,Eukaryota
YJR100C,Eukaryota
YJR101W,Eukaryota
YJR102C,Eukaryota
YJR103W,Saccharomyces
YJR104C,Saccharomyces
YJR105W,Saccharomyces
YJR109C,Dikarya
YJR110W,Dikarya
YJR111C,Dikarya
YJR112W,Dikarya
YJR116W,Opisthokonta
YJR117W,Opisthokonta
YJR118C,Opisthokonta
YJR119C,Eukaryota
YJR121W,Ascomycota
YJR122W,Ascomycota
YJR123W,Ascomycota
YJR124C,Ascomycota
YJR127C,Saccharomyceta
YJR129C,Saccharomyceta
YJR132W,Fungi
YJR133W,Ascomycota
YJR135C,Ascomycota
YJR137C,Ascomycota
YJR138W,Ascomycota
YJR139C,Ascomycota
YLR366W,Saccharomyces
YMR151W,Saccharomyces
YLR374C,Saccharomyces
YCL056C,Saccharomyces
YHR152W,Saccharomyces
YPL192C,Saccharomyces
YLR255C,Saccharomyces
YDR442W,Saccharomyces
YCR001W,Saccharomyces
YJL150W,Saccharomyces
YKR035C,Saccharomyces
YDL158C,Saccharomyces
YBR266C,Saccharomyces
YMR320W,Saccharomyces
YFR026C,Saccharomyces
YML101C,Saccharomyces
YLR302C,Saccharomyces
YHR136C,Saccharomyces
YHL006C,Saccharomyces
YNL235C,Saccharomyces
YNL105W,Saccharomyces
YFL012W,Saccharomyces
YDR048C,Saccharomyces
YOR029W,Saccharomyces
YMR103C,Saccharomyces
YHR014W,Saccharomyces
YLR140W,Saccharomyces
YGL117W,Saccharomyces
YKL123W,Saccharomyces
YGR039W,Saccharomyces
YOR044W,Saccharomyces
YLR042C,Saccharomyces
YLR297W,Saccharomyces
YKL109W,Saccharomyces
YBR292C,Saccharomyces
YGR050C,Saccharomyces
YER035W,Saccharomyces
YBL077W,Saccharomyces
YOR343C,Saccharomyces
YNL043C,Saccharomyces
YOR284W,Saccharomyces
YGR176W,Saccharomyces
YOL109W,Saccharomyces
YPL080C,Saccharomyces
YOR318C,Saccharomyces
YNL171C,Saccharomyces
YJL142C,Saccharomyces
YPL278C,Saccharomyces
YPL056C,Saccharomyces
YLL059C,Saccharomyces
YOL079W,Saccharomyces
YDR024W,Saccharomyces
YCR064C,Saccharomyces
YPR005C,Saccharomyces
YIL054W,Saccharomyces
YJL175W,Saccharomyces
YPR038W,Saccharomyces
YGL235W,Saccharomyces
YBR090C,Saccharomyces
YLR154C,Saccharomyces
YDR241W,Saccharomyces
YDR042C,Saccharomyces
YDR426C,Saccharomyces
YKL118W,Saccharomyces
YLR235C,Saccharomyces
YLR184W,Saccharomyces
YMR195W,Saccharomyces
YLR400W,Saccharomyces
YPR123C,Saccharomyces
YHR173C,Saccharomyces
YJL188C,Saccharomyces
YDR535C,Saccharomyces
YER097W,Saccharomyces
YKL147C,Saccharomyces
YKR040C,Saccharomyces
YNL057W,Saccharomyces
YMR254C,Saccharomyces
YCL022C,Saccharomyces
YLR125W,Saccharomyces
YEL068C,Saccharomyces
YLR465C,Saccharomyces
YMR122C,Saccharomyces
YPR059C,Saccharomyces
YBL083C,Saccharomyces
YKR073C,Saccharomyces
YJR071W,Saccharomyces
YJR018W,Saccharomyces
YDR220C,Saccharomyces
YLR076C,Saccharomyces
YOL118C,Saccharomyces
YDR396W,Saccharomyces
YLR294C,Saccharomyces
YGL152C,Saccharomyces
YNL013C,Saccharomyces
YPL062W,Saccharomyces
YLL047W,Saccharomyces
YOR102W,Saccharomyces
YPL124W,Saccharomyces
YDR366C,Saccharomyces
YJR079W,Saccharomyces
YLR261C,Saccharomyces
YDR274C,Saccharomyces
YLR341W,Saccharomyces
YLR428C,Saccharomyces
YGL230C,Saccharomyces
YDL034W,Saccharomyces
YLR296W,Saccharomyces
YDR278C,Saccharomyces
YEL073C,Saccharomyces
YLR171W,Saccharomyces
YGR073C,Saccharomyces
YOR268C,Saccharomyces
YOR314W,Saccharomyces
YOL085C,Saccharomyces
YGL214W,Saccharomyces
YNL296W,Saccharomyces
YPL073C,Saccharomyces
YBL070C,Saccharomyces
YNL150W,Saccharomyces
YOL159C,Saccharomyces
YDR154C,Saccharomyces
YER181C,Saccharomyces
YCR022C,Saccharomyces
YOL014W,Saccharomyces
YLR230W,Saccharomyces
YPR053C,Saccharomyces
YJL144W,Saccharomyces
YEL033W,Saccharomyces
YNL324W,Saccharomyces
YKL097C,Saccharomyces
YDL151C,Saccharomyces
YGL182C,Saccharomyces
YLR338W,Saccharomyces
YBR051W,Saccharomyces
YPR197C,Saccharomyces
YGL088W,Saccharomyces
YBR184W,Saccharomyces
YOR053W,Saccharomyces
YGR151C,Saccharomyces
YPL251W,Saccharomyces
YDR094W,Saccharomyces
YBR063C,Saccharomyces
YJR120W,Saccharomyces
YDR327W,Saccharomyces
YDL032W,Saccharomyces
YOL160W,Saccharomyces
YLR265C,Saccharomyces
YDR136C,Saccharomyces
YNR014W,Saccharomyces
YDL196W,Saccharomyces
YNL143C,Saccharomyces
YLR169W,Saccharomyces
YKR047W,Saccharomyces
YMR082C,Saccharomyces
YCR006C,Saccharomyces
YOR235W,Saccharomyces
YLR358C,Saccharomyces
YDL197C,Saccharomyces
YDR281C,Saccharomyces
YDL094C,Saccharomyces
YJL028W,Saccharomyces
YOR309C,Saccharomyces
YPL250C,Saccharomyces
YBR050C,Saccharomyces
YBR148W,Saccharomyces
YER135C,Saccharomyces
YGR107W,Saccharomyces
YGL239C,Saccharomyces
YBR174C,Saccharomyces
YPL114W,Saccharomyces
YDR526C,Saccharomyces
YLR453C,Saccharomyces
YBR013C,Saccharomyces
YOR248W,Saccharomyces
YDR525W,Saccharomyces
YBR032W,Saccharomyces
YEL045C,Saccharomyces
YOR072W,Saccharomyces
YNL174W,Saccharomyces
YGR190C,Saccharomyces
YLR112W,Saccharomyces
YLR317W,Saccharomyces
YGL118C,Saccharomyces
YBR099C,Saccharomyces
YNR044W,Saccharomyces
YJL199C,Saccharomyces
YBL073W,Saccharomyces
YJR087W,Saccharomyces
YDR112W,Saccharomyces
YGR153W,Saccharomyces
YDR010C,Saccharomyces
YEL057C,Saccharomyces
YPR126C,Saccharomyces
YOL131W,Saccharomyces
YEL067C,Saccharomyces
YDR509W,Saccharomyces
YLR402W,Saccharomyces
YHR157W,Saccharomyces
YOL050C,Saccharomyces
YKR033C,Saccharomyces
YPL044C,Saccharomyces
YBR226C,Saccharomyces
YHL041W,Saccharomyces
YBL071C,Saccharomyces
YIL032C,Saccharomyces
YJL067W,Saccharomyces
YNL285W,Saccharomyces
YDL068W,Saccharomyces
YCL041C,Saccharomyces
YJL135W,Saccharomyces
YOL024W,Saccharomyces
YOL166C,Saccharomyces
YLL020C,Saccharomyces
YCL007C,Saccharomyces
YJL152W,Saccharomyces
YNL028W,Saccharomyces
YPR099C,Saccharomyces
YPL130W,Saccharomyces
YEL035C,Saccharomyces
YKR091W,Saccharomyces
YPR170C,Saccharomyces
YJL022W,Saccharomyces
YLR311C,Saccharomyces
YDR250C,Saccharomyces
YPR130C,Saccharomyces
YDR491C,Saccharomyces
YDL050C,Saccharomyces
YLR280C,Saccharomyces
YGR018C,Saccharomyces
YIL012W,Saccharomyces
YHR093W,Saccharomyces
YML089C,Saccharomyces
YHR095W,Saccharomyces
YER085C,Saccharomyces
YGR035C,Saccharomyces
YMR007W,Saccharomyces
YOR263C,Saccharomyces
YJL195C,Saccharomyces
YJR157W,Saccharomyces
YJL202C,Saccharomyces
YDL152W,Saccharomyces
YGL034C,Saccharomyces
YOR199W,Saccharomyces
YEL008W,Saccharomyces
YBR116C,Saccharomyces
YGL259W,Saccharomyces
YCL058C,Saccharomyces
YAL065C,Saccharomyces
YAR047C,Saccharomyces
YCR087W,Saccharomyces
YOR024W,Saccharomyces
YJL169W,Saccharomyces
YML122C,Saccharomyces
YGL188C,Saccharomyces
YNL338W,Saccharomyces
YDL173W,Saccharomyces
YLR111W,Saccharomyces
YIL141W,Saccharomyces
YGL072C,Saccharomyces
YDL096C,Saccharomyces
YLL030C,Saccharomyces
YER188W,Saccharomyces
YIR020C,Saccharomyces
YNL046W,Saccharomyces
YPL182C,Saccharomyces
YDR157W,Saccharomyces
YDL062W,Saccharomyces
YLR365W,Saccharomyces
YJL077C,Saccharomyces
YKL037W,Saccharomyces
YOR183W,Saccharomyces
YPL027W,Saccharomyces
YIL100W,Saccharomyces
YPR076W,Saccharomyces
YLR349W,Saccharomyces
YGL193C,Saccharomyces
YPR039W,Saccharomyces
YBR071W,Saccharomyces
YBR190W,Saccharomyces
YPR195C,Saccharomyces
YDR102C,Saccharomyces
YLR322W,Saccharomyces
YKL177W,Saccharomyces
YBR188C,Saccharomyces
YDL071C,Saccharomyces
YLR346C,Saccharomyces
YBL044W,Saccharomyces
YGL170C,Saccharomyces
YNR061C,Saccharomyces
YML090W,Saccharomyces
YHL005C,Saccharomyces
YEL074W,Saccharomyces
YOL099C,Saccharomyces
YDR133C,Saccharomyces
YDR540C,Saccharomyces
