Gene,modeAge
YOL032W,Eukaryota
YOL041C,Eukaryota
YOL042W,Eukaryota
YOL043C,Cellular_organisms
YOL049W,Eukaryota
YOL055C,Cellular_organisms
YOL057W,Euk+Bac
YOL072W,Eukaryota
YOL073C,Saccharomyceta
YOL077C,Eukaryota
YOL078W,Dikarya
YOL080C,Eukaryota
YOL109W,Eukaryota
YOL119C,Euk+Bac
YOL132W,Saccharomyceta
YOL133W,Eukaryota
YOL135C,Eukaryota
YOL137W,Euk+Bac
YOL138C,Eukaryota
YOL144W,Saccharomyceta
YOL157C,Euk+Bac
YOL158C,Dikarya
YOL164W,Euk+Bac
YOL165C,Cellular_organisms
YOR011W,Eukaryota
YOR042W,Saccharomyceta
YOR049C,Dikarya
YOR052C,Dikarya
YOR054C,Eukaryota
YOR056C,Eukaryota
YOR057W,Eukaryota
YOR064C,Eukaryota
YOR070C,Eukaryota
YOR071C,Cellular_organisms
YOR073W,Saccharomyceta
YOR076C,Ascomycota
YOR078W,Saccharomyceta
YOR179C,Saccharomyceta
YOR180C,Euk+Bac
YOR192C,Cellular_organisms
YOR205C,Saccharomyceta
YOR238W,Eukaryota
YOR239W,Eukaryota
YOR246C,Cellular_organisms
YOR251C,Euk+Bac
YOR252W,Eukaryota
YOR253W,Eukaryota
YOR256C,Euk+Bac
YOR258W,Eukaryota
YOR261C,Eukaryota
YOR262W,Euk_Archaea
YOR267C,Dikarya
YOR292C,Eukaryota
YOR293W,Eukaryota
YOR297C,Opisthokonta
YOR298W,Saccharomyceta
YOR299W,Dikarya
YOR301W,Dikarya
YOR304W,Eukaryota
YOR306C,Opisthokonta
YOR352W,Saccharomyceta
YOR353C,Dikarya
YOR356W,Euk+Bac
YOR357C,Eukaryota
YOR359W,Opisthokonta
YOR365C,Dikarya
YOR367W,Eukaryota
YOR378W,Dikarya
YOR380W,Saccharomyceta
YOR381W,Dikarya
YOR384W,Eukaryota
YOR388C,Euk+Bac
YOR389W,Saccharomyceta
YPL176C,Euk+Bac
YPL178W,Eukaryota
YPL180W,Saccharomyceta
YPL193W,Saccharomyceta
YPL196W,Eukaryota
YPL199C,Eukaryota
YPL202C,Saccharomyceta
YPL206C,Euk+Bac
YPL207W,Euk_Archaea
YPL208W,Eukaryota
YPL211W,Eukaryota
YPL213W,Eukaryota
YPL216W,Dikarya
YPL217C,Eukaryota
YPL221W,Dikarya
YPL226W,Euk+Bac
YPL258C,Cellular_organisms
YPL263C,Eukaryota
YPL264C,Euk+Bac
YPL273W,Euk+Bac
YPL274W,Euk+Bac
YPL277C,Saccharomyceta
YPL278C,Saccharomyceta
YPL279C,Dikarya
YPL280W,Euk+Bac
YPR204W,Saccharomyceta
YOR091W,Eukaryota
YPL236C,Eukaryota
YPR056W,Eukaryota
YOL003C,Eukaryota
YOL092W,Eukaryota
YOR223W,Ascomycota
YDR030C,Eukaryota
YOR272W,Eukaryota
YPR029C,Eukaryota
YOR271C,Eukaryota
YDR167W,Eukaryota
YPR006C,Euk+Bac
YOR275C,Eukaryota
YDR515W,Opisthokonta
YLR051C,Eukaryota
YPL148C,Saccharomyceta
YPR032W,Opisthokonta
YOL095C,Euk+Bac
YDR253C,Opisthokonta
YDL209C,Eukaryota
YPR045C,Eukaryota
YOR144C,Opisthokonta
YPL157W,Eukaryota
YOR226C,Cellular_organisms
YPL254W,Ascomycota
YDL193W,Eukaryota
YDL089W,Saccharomyceta
YOL151W,Euk+Bac
YDL036C,Euk+Bac
YDR027C,Eukaryota
YLR034C,Euk+Bac
YPL146C,Eukaryota
YDL157C,Saccharomyceta
YDR020C,Saccharomyceta
YDR263C,Eukaryota
YPL005W,Saccharomyceta
YPL170W,Eukaryota
YDR021W,Eukaryota
YDL025C,Eukaryota
YLR115W,Eukaryota
YOR228C,Saccharomyceta
YLR330W,Dikarya
YDR033W,Dikarya
YOR007C,Eukaryota
YOR173W,Eukaryota
YDL005C,Opisthokonta
YOR164C,Eukaryota
YLR110C,Saccharomyceta
YOR134W,Opisthokonta
YLR363C,Saccharomyceta
YPL230W,Opisthokonta
YLR066W,Eukaryota
YPR022C,Dikarya
YDL037C,Ascomycota
YDL149W,Eukaryota
YLR064W,Dikarya
YPR013C,Opisthokonta
YOL146W,Eukaryota
YOR001W,Euk+Bac
YDR213W,Saccharomyceta
YPL150W,Euk+Bac
YDR312W,Eukaryota
YLR050C,Opisthokonta
YDR063W,Eukaryota
YDL003W,Eukaryota
YDR381W,Eukaryota
YPR063C,Saccharomyceta
YDL004W,Eukaryota
YOR108W,Euk+Bac
YOR162C,Dikarya
YDL154W,Eukaryota
YLL056C,Euk+Bac
YPR062W,Cellular_organisms
YOL089C,Saccharomyceta
YPR048W,Euk+Bac
YOR342C,Saccharomyceta
YPL252C,Euk+Bac
YOR095C,Cellular_organisms
YPL066W,Saccharomyceta
YOR119C,Cellular_organisms
YLL058W,Euk+Bac
YPR040W,Eukaryota
YLR054C,Ascomycota
YLR057W,Eukaryota
YOR229W,Opisthokonta
YPR149W,Ascomycota
YLR047C,Saccharomyceta
YPL212C,Eukaryota
YPL198W,Euk_Archaea
YPR068C,Cellular_organisms
YOL105C,Saccharomyceta
YPR042C,Eukaryota
YOL128C,Eukaryota
YDL059C,Opisthokonta
YPL089C,Opisthokonta
YLL063C,Dikarya
YDL091C,Eukaryota
YOR154W,Eukaryota
YPR020W,Saccharomyceta
YLL055W,Ascomycota
YOL100W,Eukaryota
YOL107W,Eukaryota
YOR138C,Saccharomyceta
YLL054C,Saccharomyceta
YLR068W,Saccharomyceta
YDL147W,Eukaryota
YOL084W,Eukaryota
YLR046C,Saccharomyceta
YLR093C,Saccharomyceta
YOR273C,Saccharomyceta
YDL177C,Eukaryota
YLR108C,Saccharomyceta
YDR507C,Eukaryota
YOL102C,Cellular_organisms
YOR093C,Opisthokonta
YOR227W,Saccharomyceta
YPL242C,Eukaryota
YOR221C,Euk+Bac
YPR009W,Saccharomyceta
YLL009C,Eukaryota
YLR126C,Euk+Bac
YOR100C,Eukaryota
YOL060C,Cellular_organisms
YDR061W,Euk+Bac
YLR121C,Eukaryota
YDR510W,Eukaryota
YDL214C,Saccharomyceta
YOR021C,Euk_Archaea
YOL112W,Eukaryota
YOL114C,Euk+Bac
YOR087W,Dikarya
YLR092W,Cellular_organisms
YDR171W,Euk+Bac
YOL152W,Eukaryota
YDR032C,Cellular_organisms
YDL146W,Dikarya
YOR174W,Ascomycota
YLR097C,Eukaryota
YLR295C,Saccharomyceta
YPR061C,Saccharomyceta
YDR055W,Ascomycota
YLL057C,Euk+Bac
YDR384C,Cellular_organisms
YDL035C,Ascomycota
YOR230W,Opisthokonta
YLR137W,Saccharomyceta
YLL061W,Euk+Bac
YPR155C,Eukaryota
YOR130C,Eukaryota
YDL097C,Eukaryota
YDR066C,Opisthokonta
YPL149W,Eukaryota
YOR311C,Cellular_organisms
YOL125W,Eukaryota
YLR099C,Euk+Bac
YOL076W,Eukaryota
YDL031W,Eukaryota
YLL060C,Euk+Bac
YLR128W,Eukaryota
YLR080W,Saccharomyceta
YOR032C,Dikarya
YPR028W,Eukaryota
YDL018C,Dikarya
YOR084W,Saccharomyceta
YOR161C,Eukaryota
YPL151C,Eukaryota
YLR094C,Saccharomyceta
YOR308C,Opisthokonta
YDL206W,Eukaryota
YPR067W,Euk+Bac
YDR169C,Ascomycota
YLR143W,Cellular_organisms
YOR023C,Saccharomyceta
YDL135C,Eukaryota
YLR130C,Eukaryota
YDL010W,Euk+Bac
YLR127C,Eukaryota
YOL002C,Eukaryota
YDL204W,Opisthokonta
YOR181W,Eukaryota
YDR071C,Opisthokonta
YDR214W,Eukaryota
YDL019C,Eukaryota
YLR100W,Opisthokonta
YOR112W,Eukaryota
YDR067C,Eukaryota
YDR026C,Eukaryota
YDR368W,Euk+Bac
YPL152W,Eukaryota
YOL147C,Opisthokonta
YOL124C,Eukaryota
YPL235W,Euk_Archaea
YLR084C,Dikarya
YOR086C,Eukaryota
YDL216C,Eukaryota
YOL113W,Eukaryota
YOL136C,Eukaryota
YLL051C,Dikarya
YDL175C,Opisthokonta
YDL179W,Dikarya
YOR287C,Eukaryota
YPR021C,Eukaryota
YOR150W,Euk+Bac
YDR013W,Eukaryota
YDL012C,Saccharomyceta
YPR018W,Saccharomyceta
YPL156C,Cellular_organisms
YOR310C,Euk_Archaea
YLR114C,Eukaryota
YDR257C,Eukaryota
YPL026C,Eukaryota
YDL156W,Eukaryota
YOR090C,Eukaryota
YOL154W,Dikarya
YPR072W,Eukaryota
YDL173W,Saccharomyceta
YDL133W,Saccharomyceta
YDL161W,Eukaryota
YPL244C,Eukaryota
YPR016C,Euk_Archaea
YLR151C,Eukaryota
YLL062C,Euk+Bac
YPR049C,Dikarya
YPL165C,Eukaryota
YPL079W,Eukaryota
YDR093W,Eukaryota
YDL171C,Euk+Bac
YDL082W,Eukaryota
YDR038C,Eukaryota
YOL012C,Eukaryota
YOR291W,Eukaryota
YPR030W,Saccharomyceta
YDR411C,Eukaryota
YLR440C,Saccharomyceta
YML125C,Euk+Bac
YLR381W,Saccharomyceta
YLR383W,Euk+Bac
YPL012W,Eukaryota
YJL136C,Eukaryota
YGR085C,Euk_Archaea
YGR027C,Eukaryota
YEL077C,Saccharomyceta
YLR367W,Cellular_organisms
YBL111C,Saccharomyceta
YDR397C,Eukaryota
YOR319W,Eukaryota
YOR107W,Opisthokonta
YDL148C,Eukaryota
YLL066C,Saccharomyceta
YDR057W,Opisthokonta
YOR129C,Eukaryota
YOR030W,Saccharomyceta
YOR019W,Saccharomyceta
YOR092W,Dikarya
YPL169C,Opisthokonta
YDR487C,Cellular_organisms
YLR262C,Eukaryota
YLR138W,Dikarya
YOR165W,Eukaryota
YLR149C,Saccharomyceta
YOR222W,Eukaryota
YOR213C,Ascomycota
YOR163W,Eukaryota
YOR338W,Ascomycota
YPR066W,Eukaryota
YOR280C,Eukaryota
YLR065C,Eukaryota
YOL123W,Eukaryota
YDL128W,Euk+Bac
YOL101C,Euk+Bac
YOR115C,Eukaryota
YLR316C,Eukaryota
