TF,Target,Mode,PMID,Tf_age,Tg_age,Tg_age_int,TF_age_int,age_length,TF_ID,Target_ID
RUNX2,TWIST1,Activation,22641097,Eumetazoa,Eumetazoa,4,4,0,860,7291
RUNX2,VEGFA,Activation,19509297;22641097,Eumetazoa,Vertebrata,5,4,1,860,7422
RUNX2,VEGFC,Activation,22641097,Eumetazoa,Vertebrata,5,4,1,860,7424
RUNX3,CAPN10,Activation,17956589,Eumetazoa,Eukaryota,2,4,2,864,11132
RUNX3,CASP2,Activation,17956589,Eumetazoa,Eumetazoa,4,4,0,864,835
RUNX3,CASP3,Activation,15930301;19290488,Eumetazoa,Eumetazoa,4,4,0,864,836
RUNX3,CASP7,Activation,15930301,Eumetazoa,Eumetazoa,4,4,0,864,840
RUNX3,CASP8,Activation,15930301,Eumetazoa,Eumetazoa,4,4,0,864,841
RUNX3,CCND1,Repression,15930301,Eumetazoa,Eukaryota,2,4,2,864,7436
RUNX3,CD36,Repression,16887969,Eumetazoa,Eukaryota,2,4,2,864,2395
RUNX3,CD6,Unknown,19446338,Eumetazoa,Eumetazoa,4,4,0,864,923
RUNX3,CDKN1A,Activation,20599712,Eumetazoa,Mammalia,6,4,2,864,1026
RUNX3,CDKN1A,Unknown,18570183,Eumetazoa,Mammalia,6,4,2,864,1026
RUNX3,CFLAR,Repression,17956589,Eumetazoa,Eumetazoa,4,4,0,864,2253
RUNX3,CLDN7,Activation,19706291,Eumetazoa,Vertebrata,5,4,1,864,9518
RUNX3,CLEC4G,Activation,19111020,Eumetazoa,Vertebrata,5,4,1,864,339390
RUNX3,DNASE1,Activation,17956589,Eumetazoa,Vertebrata,5,4,1,864,1773
RUNX3,FADD,Activation,17956589,Eumetazoa,Mammalia,6,4,2,864,8772
RUNX3,HES1,Repression,19800882,Eumetazoa,Eumetazoa,4,4,0,864,3280
RUNX3,HSPD1,Repression,17956589,Eumetazoa,cellular organisms,1,4,3,864,3329
RUNX3,ICAM3,Repression,22479382,Eumetazoa,Mammalia,6,4,2,864,3385
RUNX3,ING1,Activation,17956589,Eumetazoa,Eukaryota,2,4,2,864,3621
RUNX3,ING4,Activation,17956589,Eumetazoa,Eukaryota,2,4,2,864,51147
RUNX3,JAG1,Repression,21637926,Eumetazoa,Eukaryota,2,4,2,864,546
RUNX3,MMP9,Repression,21128246,Eumetazoa,Eukaryota,2,4,2,864,4318
RUNX3,MYC,Repression,20442291,Eumetazoa,Opisthokonta,3,4,1,864,4609
RUNX3,PEA15,Repression,17956589,Eumetazoa,Mammalia,6,4,2,864,8682
RUNX3,RUNX1,Repression,19403666,Eumetazoa,Eumetazoa,4,4,0,864,861
RUNX3,RUNX1,Unknown,15688019,Eumetazoa,Eumetazoa,4,4,0,864,861
RUNX3,TCF4,Activation,24447505,Eumetazoa,Opisthokonta,3,4,1,864,6925
RUNX3,TIAL1,Repression,17956589,Eumetazoa,Eukaryota,2,4,2,864,7073
RUNX3,TIMP1,Activation,21128246,Eumetazoa,Eumetazoa,4,4,0,864,7076
RUNX3,TRAF6,Activation,17956589,Eumetazoa,Eukaryota,2,4,2,864,5427
RUNX3,TXN2,Repression,17956589,Eumetazoa,cellular organisms,1,4,3,864,25828
RUNX3,WNT4,Repression,22171134,Eumetazoa,Eumetazoa,4,4,0,864,54361
RUVBL1,TP53,Repression,21617703,cellular organisms,Vertebrata,5,1,4,8607,7157
RXRA,ABCA1,Activation,14764426,Eumetazoa,cellular organisms,1,4,3,6256,19
RXRA,ABCB11,Unknown,11387316,Eumetazoa,cellular organisms,1,4,3,6256,8647
RXRA,ABCC3,Repression,17272513,Eumetazoa,cellular organisms,1,4,3,6256,8714
RXRA,CGB5,Unknown,11564716,Eumetazoa,Vertebrata,5,4,1,6256,93659
RXRA,CPT1B,Activation,15356291,Eumetazoa,Opisthokonta,3,4,1,6256,1375
RXRA,CXCR5,Activation,14993281,Eumetazoa,Eumetazoa,4,4,0,6256,5326
RXRA,CYP3A4,Unknown,16608838;18400206,Eumetazoa,cellular organisms,1,4,3,6256,1576
RXRA,CYP7A1,Unknown,19106115,Eumetazoa,cellular organisms,1,4,3,6256,1581
RXRA,GNRH2,Unknown,17451432,Eumetazoa,Vertebrata,5,4,1,6256,2797
RXRA,HNF1A,Unknown,11027556,Eumetazoa,Eumetazoa,4,4,0,6256,6927
RXRA,HNF4A,Unknown,11027556,Eumetazoa,Eumetazoa,4,4,0,6256,3172
RXRA,HSD17B2,Activation,18270252,Eumetazoa,cellular organisms,1,4,3,6256,1235
RXRA,HSD17B2,Unknown,17538076,Eumetazoa,cellular organisms,1,4,3,6256,1235
RXRA,IL2RA,Activation,12149223,Eumetazoa,Mammalia,6,4,2,6256,3559
RXRA,IL2RB,Activation,12149223,Eumetazoa,Mammalia,6,4,2,6256,1583
RXRA,IL2RG,Activation,12149223,Eumetazoa,Vertebrata,5,4,1,6256,3561
RXRA,NOL7,Activation,20206243,Eumetazoa,Mammalia,6,4,2,6256,51406
RXRA,PLD1,Unknown,17433303,Eumetazoa,Eukaryota,2,4,2,6256,5337
RXRA,SERPINC1,Activation,8910619,Eumetazoa,cellular organisms,1,4,3,6256,462
RXRA,THBD,Unknown,11036068,Eumetazoa,Eumetazoa,4,4,0,6256,7056
RXRA,TLR10,Unknown,24373795,Eumetazoa,Eukaryota,2,4,2,6256,4863
SALL3,DNMT3A,Unknown,19139273,Opisthokonta,Eukaryota,2,3,1,27164,1788
SALL3,HDAC9,Repression,18332107,Opisthokonta,cellular organisms,1,3,2,27164,9734
SALL4,ABCA3,Activation,21526180;23432194,Opisthokonta,cellular organisms,1,3,2,4477,21
SALL4,CDH1,Repression,23954296,Opisthokonta,Eumetazoa,4,3,1,4477,9781
SALL4,HOXA9,Activation,24051379,Opisthokonta,Eukaryota,2,3,1,4477,3205
SALL4,POU5F1,Unknown,20505821,Opisthokonta,Eumetazoa,4,3,1,4477,5460
SALL4,PTEN,Repression,19440552,Opisthokonta,Eukaryota,2,3,1,4477,1244
SALL4,SALL4,Unknown,20505821,Opisthokonta,Opisthokonta,3,3,0,4477,4477
SALL4,ZEB1,Activation,23954296,Opisthokonta,Eumetazoa,4,3,1,4477,6935
SATB1,BCL2,Activation,20564216,Eumetazoa,Vertebrata,5,4,1,6304,596
SATB1,BCL2,Unknown,21310710,Eumetazoa,Vertebrata,5,4,1,6304,596
SATB1,CD8B,Unknown,11937547,Eumetazoa,Mammalia,6,4,2,6304,926
SATB1,CDK4,Activation,22583549,Eumetazoa,Eukaryota,2,4,2,6304,1019
SATB1,CR2,Unknown,19487031,Eumetazoa,Eumetazoa,4,4,0,6304,1380
SATB1,CYBB,Repression,14605447,Eumetazoa,Eukaryota,2,4,2,6304,1536
SATB1,GATA3,Activation,20126258,Eumetazoa,Eukaryota,2,4,2,6304,2625
SATB1,HBE1,Activation,15618465,Eumetazoa,Vertebrata,5,4,1,6304,2067
SATB1,HDAC1,Unknown,15713622,Eumetazoa,cellular organisms,1,4,3,6304,3065
SATB1,IL2,Unknown,15713622,Eumetazoa,Mammalia,6,4,2,6304,3558
SATB1,IL2RA,Unknown,15713622,Eumetazoa,Mammalia,6,4,2,6304,3559
SATB1,IL4,Activation,21799768,Eumetazoa,Mammalia,6,4,2,6304,3565
SATB1,IL5,Repression,20522714,Eumetazoa,Mammalia,6,4,2,6304,3567
SATB1,MKI67,Activation,22839214,Eumetazoa,Mammalia,6,4,2,6304,857
SATB1,SPARC,Activation,17343824,Eumetazoa,Eumetazoa,4,4,0,6304,8820
SATB1,SPI1,Activation,17694175,Eumetazoa,Eumetazoa,4,4,0,6304,6688
SATB2,TP63,Repression,21965674,Eumetazoa,Vertebrata,5,4,1,23314,8626
SATB2,UPF3B,Activation,23925499,Eumetazoa,Eukaryota,2,4,2,23314,65109
SCAND1,ZNF202,Unknown,12444922,Mammalia,Vertebrata,5,6,1,6606,7753
SCD5,EGR2,Unknown,22510410,Eukaryota,Opisthokonta,3,2,1,79966,6013
SEC14L2,PSMB9,Unknown,7699330,Eukaryota,cellular organisms,1,2,1,23541,5698
SERTAD1,SET,Activation,20570897,Mammalia,Eukaryota,2,6,4,29950,6418
SETBP1,PTPA,Repression,21233840,Mammalia,Eukaryota,2,6,4,26040,5524
SETBP1,PTGER2,Repression,18419541,Mammalia,Mammalia,6,6,0,26040,5732
SETBP1,PTGS2,Repression,18419541,Mammalia,Eukaryota,2,6,4,26040,5743
SF1,AMH,Activation,11097782,Eukaryota,Eumetazoa,4,2,2,6367,268
SF1,AMH,Unknown,9774680,Eukaryota,Eumetazoa,4,2,2,6367,268
SF1,CYP11A1,Activation,19477906,Eukaryota,cellular organisms,1,2,1,6367,10771
SF1,HSD3B2,Unknown,23874725,Eukaryota,cellular organisms,1,2,1,6367,1407
SF1,LHB,Unknown,19106114,Eukaryota,Vertebrata,5,2,3,6367,3972
SF1,MC2R,Activation,12530626,Eukaryota,Eumetazoa,4,2,2,6367,2324
SF1,NR0B1,Unknown,11923472;9232190,Eukaryota,Eumetazoa,4,2,2,6367,190
SF1,SF3B1,Unknown,16376933,Eukaryota,Opisthokonta,3,2,1,6367,23451
SF1,SOX9,Unknown,21412441,Eukaryota,Eukaryota,2,2,0,6367,4780
SF1,STAR,Unknown,19001523,Eukaryota,Eumetazoa,4,2,2,6367,114770
SF1,SULT2A1,Activation,15388788,Eukaryota,Eukaryota,2,2,0,6367,6822
SF1,SULT2A1,Unknown,15878968,Eukaryota,Eukaryota,2,2,0,6367,6822
SF1,TCERG1,Repression,11604498,Eukaryota,Eukaryota,2,2,0,6367,248
SF1,U2AF2,Unknown,10606272;16376933,Eukaryota,Eukaryota,2,2,0,6367,11338
SFPQ,ADARB2,Repression,24173718,Eukaryota,Eukaryota,2,2,0,6421,3157
SFPQ,CXCL8,Repression,24507715,Eukaryota,Vertebrata,5,2,3,6421,3576
SFPQ,DNAAF4,Unknown,18445785,Eukaryota,Eukaryota,2,2,0,6421,161582
SFPQ,STAT6,Repression,21106524,Eukaryota,Eukaryota,2,2,0,6421,6778
SFPQ,TH,Unknown,16731528,Eukaryota,cellular organisms,1,2,1,6421,1400
SHOX,ACAN,Unknown,24421874,Eukaryota,Eumetazoa,4,2,2,6473,847
SHOX,FGFR3,Activation,21273290,Eukaryota,Eukaryota,2,2,0,6473,2261
SHOX,NPPB,Activation,17881654,Eukaryota,Vertebrata,5,2,3,6473,4879
SHOX,NPPB,Unknown,24421874,Eukaryota,Vertebrata,5,2,3,6473,4879
SHOX2,ACAN,Unknown,24421874,Eukaryota,Eumetazoa,4,2,2,1051,847
SHOX2,NPPB,Unknown,24421874,Eukaryota,Vertebrata,5,2,3,1051,4879
SIM2,BCL2,Repression,21729534,Eumetazoa,Vertebrata,5,4,1,105,596
SIM2,CASP3,Activation,21729534,Eumetazoa,Eumetazoa,4,4,0,105,836
SIM2,PRKN,Unknown,15963499,Eumetazoa,Eukaryota,2,4,2,105,5071
SIN3A,E2F1,Repression,16254079,Eukaryota,Eukaryota,2,2,0,25942,1869
SIN3A,KLK3,Repression,16254079,Eukaryota,Eumetazoa,4,2,2,25942,354
SIRT1,ABCB1,Activation,20713551,cellular organisms,cellular organisms,1,1,0,23411,5243
SIRT1,ACAN,Activation,21337390,cellular organisms,Eumetazoa,4,1,3,23411,847
SIRT1,ADAMTS5,Repression,21337390,cellular organisms,Eumetazoa,4,1,3,23411,6406
SIRT1,BCL11A,Repression,15639232,cellular organisms,Opisthokonta,3,1,2,23411,53335
SIRT1,CCAR2,Repression,23892437,cellular organisms,Eukaryota,2,1,1,23411,57805
SIRT1,CCND1,Repression,21474819,cellular organisms,Eukaryota,2,1,1,23411,7436
SIRT1,CDH1,Repression,21640770;22249256,cellular organisms,Eumetazoa,4,1,3,23411,9781
SIRT1,CDKN1A,Repression,15130752;21719763;23474493,cellular organisms,Mammalia,6,1,5,23411,1026
SIRT1,CFH,Repression,17558024,cellular organisms,Eumetazoa,4,1,3,23411,3075
SIRT1,CFLAR,Activation,22483777,cellular organisms,Eumetazoa,4,1,3,23411,2253
SIRT1,COL10A1,Repression,21337390,cellular organisms,Vertebrata,5,1,4,23411,1300
SIRT1,COL1A2,Repression,23079621,cellular organisms,Vertebrata,5,1,4,23411,1278
SIRT1,CTNNB1,Repression,22245592,cellular organisms,Eukaryota,2,1,1,23411,1499
SIRT1,DLL4,Repression,20631301,cellular organisms,Eukaryota,2,1,1,23411,54567
SIRT1,EGLN1,Repression,22245592,cellular organisms,Eukaryota,2,1,1,23411,54583
SIRT1,ESRRG,Activation,19690166,cellular organisms,Eumetazoa,4,1,3,23411,56925
SIRT1,EZH2,Repression,21703114,cellular organisms,Eukaryota,2,1,1,23411,2146
SIRT1,FOXO3,Repression,17558024;21841822,cellular organisms,Opisthokonta,3,1,2,23411,2309
SIRT1,FOXP3,Unknown,21533107,cellular organisms,Opisthokonta,3,1,2,23411,50943
SIRT1,HBE1,Repression,22328728,cellular organisms,Vertebrata,5,1,4,23411,2067
SIRT1,HIC1,Unknown,22510409,cellular organisms,Eumetazoa,4,1,3,23411,3090
SIRT1,HIF1A,Activation,22245592,cellular organisms,Eumetazoa,4,1,3,23411,8856
SIRT1,HSF1,Activation,23349863,cellular organisms,Eukaryota,2,1,1,23411,3297
SIRT1,HSF1,Unknown,19229036,cellular organisms,Eukaryota,2,1,1,23411,3297
SIRT1,HSPA4,Unknown,23349863,cellular organisms,cellular organisms,1,1,0,23411,3308
SIRT1,HYOU1,Activation,22564731,cellular organisms,cellular organisms,1,1,0,23411,10525
SIRT1,ICAM1,Repression,23238746,cellular organisms,Mammalia,6,1,5,23411,9247
SIRT1,IL1B,Unknown,21245135,cellular organisms,Mammalia,6,1,5,23411,3553
SIRT1,LIN28A,Unknown,24631505,cellular organisms,cellular organisms,1,1,0,23411,79727
SIRT1,MCL1,Activation,22483777,cellular organisms,Vertebrata,5,1,4,23411,4170
SIRT1,MMP9,Repression,19376817;21474819,cellular organisms,Eukaryota,2,1,1,23411,4318
SIRT1,MYC,Repression,22245592;22483777,cellular organisms,Opisthokonta,3,1,2,23411,4609
SIRT1,NBN,Activation,18692496,cellular organisms,Eukaryota,2,1,1,23411,4683
SIRT1,NDRG1,Unknown,16314423,cellular organisms,cellular organisms,1,1,0,23411,10397
SIRT1,NOTCH1,Repression,23028940,cellular organisms,Eukaryota,2,1,1,23411,4851
SIRT1,NQO1,Repression,20623181,cellular organisms,cellular organisms,1,1,0,23411,1728
SIRT1,PAX6,Repression,20631301,cellular organisms,Opisthokonta,3,1,2,23411,5080
SIRT1,PER1,Activation,22149272,cellular organisms,Eumetazoa,4,1,3,23411,5187
SIRT1,PPARG,Repression,15850715,cellular organisms,Eumetazoa,4,1,3,23411,5468
SIRT1,SELE,Unknown,21810449,cellular organisms,Eumetazoa,4,1,3,23411,6401
SIRT1,SHC1,Unknown,21778425,cellular organisms,Eumetazoa,4,1,3,23411,6464
SIRT1,TBX3,Repression,20631301,cellular organisms,Eumetazoa,4,1,3,23411,6926
SIRT1,TERT,Unknown,24416313,cellular organisms,Eukaryota,2,1,1,23411,7015
SIRT1,TNF,Unknown,21245135,cellular organisms,Mammalia,6,1,5,23411,7124
SIRT1,TNFRSF10B,Repression,22483777,cellular organisms,Mammalia,6,1,5,23411,8795
SIRT1,TP53,Activation,23661372,cellular organisms,Vertebrata,5,1,4,23411,7157
SIRT1,TP53,Repression,15130752;15632193,cellular organisms,Vertebrata,5,1,4,23411,7157
SIRT1,TP73,Unknown,19188449,cellular organisms,Vertebrata,5,1,4,23411,5994
SIRT1,WRN,Repression,17996922,cellular organisms,cellular organisms,1,1,0,23411,575
SIRT1,XPC,Repression,21149730,cellular organisms,Eukaryota,2,1,1,23411,7508
SIRT2,AFP,Activation,14522900,cellular organisms,Eukaryota,2,1,1,22933,174
SIRT2,CDKN1A,Repression,14522900,cellular organisms,Mammalia,6,1,5,22933,1026
SIRT2,NEDD4,Repression,23175188,cellular organisms,Eukaryota,2,1,1,22933,4734
SIRT3,FOXO3,Unknown,23665396,cellular organisms,Opisthokonta,3,1,2,23410,2309
SIX1,CDH1,Repression,22286765,Eukaryota,Eumetazoa,4,2,2,4211,9781
SIX1,VEGFC,Activation,22466647,Eukaryota,Vertebrata,5,2,3,4211,7424
SKI,FHL2,Activation,14583455,Vertebrata,Eukaryota,2,5,3,6497,2274
SKI,MDM2,Activation,22411991,Vertebrata,Eukaryota,2,5,3,6497,4193
SKIL,ADAM12,Repression,20457602,Eumetazoa,Opisthokonta,3,4,1,6498,8038
SKIL,SMAD7,Repression,23154975,Eumetazoa,Eumetazoa,4,4,0,6498,4092
SLA2,CD69,Unknown,11696592,Eumetazoa,Vertebrata,5,4,1,84174,969
SLC2A4RG,SLC2A4,Activation,14630949,Vertebrata,cellular organisms,1,5,4,56731,6517
SMAD1,CXCL2,Unknown,17363596,Eumetazoa,Vertebrata,5,4,1,4086,2920
SMAD1,IBSP,Unknown,23485603,Eumetazoa,Vertebrata,5,4,1,4086,2056
SMAD1,TNFRSF11B,Unknown,11139569,Eumetazoa,Vertebrata,5,4,1,4086,64116
SMAD2,AHR,Unknown,11259615,Eumetazoa,Eumetazoa,4,4,0,4087,196
SMAD2,BCL2,Unknown,24739390,Eumetazoa,Vertebrata,5,4,1,4087,596
SMAD2,CDKN1A,Unknown,10506225,Eumetazoa,Mammalia,6,4,2,4087,1026
SMAD2,GLI1,Unknown,24739390,Eumetazoa,Eukaryota,2,4,2,4087,2735
SMAD2,NKX2-1,Unknown,23259454,Eumetazoa,Eukaryota,2,4,2,4087,7080
SMAD3,AHR,Unknown,11259615,Eumetazoa,Eumetazoa,4,4,0,4088,196
SMAD3,ANGPTL4,Activation,24330518,Eumetazoa,Eumetazoa,4,4,0,4088,51129
SMAD3,APOC3,Activation,10995777,Eumetazoa,Mammalia,6,4,2,4088,345
SMAD3,BAMBI,Activation,15240101,Eumetazoa,Mammalia,6,4,2,4088,25805
SMAD3,BGLAP,Unknown,11278818,Eumetazoa,Vertebrata,5,4,1,4088,632
SMAD3,CCND2,Activation,24416423,Eumetazoa,Eukaryota,2,4,2,4088,894
SMAD3,CDKN1A,Activation,10878024,Eumetazoa,Mammalia,6,4,2,4088,1026
SMAD3,CDKN1A,Unknown,10506225,Eumetazoa,Mammalia,6,4,2,4088,1026
SMAD3,COL7A1,Unknown,9843964,Eumetazoa,Eumetazoa,4,4,0,4088,1294
SMAD3,CYP17A1,Repression,17786540,Eumetazoa,cellular organisms,1,4,3,4088,1586
SMAD3,CYP7A1,Repression,17920062,Eumetazoa,cellular organisms,1,4,3,4088,1581
SMAD3,EPO,Unknown,14741200,Eumetazoa,Eumetazoa,4,4,0,4088,51513
SMAD3,FOXA2,Unknown,21625455,Eumetazoa,Opisthokonta,3,4,1,4088,3170
SMAD3,FOXP3,Activation,20937549,Eumetazoa,Opisthokonta,3,4,1,4088,50943
SMAD3,FST,Activation,24330518,Eumetazoa,Vertebrata,5,4,1,4088,6507
SMAD3,FSTL3,Unknown,11571638,Eumetazoa,Vertebrata,5,4,1,4088,10272
SMAD3,GLI2,Unknown,19797115,Eumetazoa,Eukaryota,2,4,2,4088,2736
SMAD3,JUN,Unknown,10022869,Eumetazoa,Opisthokonta,3,4,1,4088,3725
SMAD3,LTBP4,Unknown,23741501,Eumetazoa,Eukaryota,2,4,2,4088,8425
SMAD3,MMP9,Repression,15086314,Eumetazoa,Eukaryota,2,4,2,4088,4318
SMAD3,MXD1,Unknown,21345218,Eumetazoa,Eumetazoa,4,4,0,4088,4084
SMAD3,MYC,Unknown,17132729,Eumetazoa,Opisthokonta,3,4,1,4088,4609
SMAD3,POR,Unknown,21393444,Eumetazoa,cellular organisms,1,4,3,4088,5447
SMAD3,PTHLH,Activation,24330518,Eumetazoa,Vertebrata,5,4,1,4088,5744
SMAD3,SERPINE1,Activation,17761371;24330518;9765209,Eumetazoa,cellular organisms,1,4,3,4088,5054
SMAD3,SERPINE1,Unknown,10557285,Eumetazoa,cellular organisms,1,4,3,4088,5054
SMAD3,SMAD7,Repression,12761881,Eumetazoa,Eumetazoa,4,4,0,4088,4092
SMAD3,SMAD7,Unknown,10559222;10823886,Eumetazoa,Eumetazoa,4,4,0,4088,4092
SMAD3,TERT,Repression,20842112,Eumetazoa,Eukaryota,2,4,2,4088,7015
SMAD3,TERT,Unknown,16785237,Eumetazoa,Eukaryota,2,4,2,4088,7015
SMAD3,TGFB1,Repression,19214138,Eumetazoa,Eumetazoa,4,4,0,4088,7040
SMAD3,TNC,Activation,15001984,Eumetazoa,Eukaryota,2,4,2,4088,3371
SMAD3,VDR,Activation,17471513,Eumetazoa,Eumetazoa,4,4,0,4088,7421
SMAD3,VEGFA,Unknown,11486006,Eumetazoa,Vertebrata,5,4,1,4088,7422
SMAD3,ZFP36,Unknown,12754205,Eumetazoa,Eukaryota,2,4,2,4088,7538
SMAD4,AHR,Unknown,11259615,Eumetazoa,Eumetazoa,4,4,0,4089,196
SMAD4,APOC3,Activation,10995777,Eumetazoa,Mammalia,6,4,2,4089,345
SMAD4,BAMBI,Activation,15240101,Eumetazoa,Mammalia,6,4,2,4089,25805
SMAD4,BCL2,Unknown,24739390,Eumetazoa,Vertebrata,5,4,1,4089,596
SMAD4,BGLAP,Unknown,11278818,Eumetazoa,Vertebrata,5,4,1,4089,632
SMAD4,BTRC,Repression,14988407,Eumetazoa,Eukaryota,2,4,2,4089,8945
SMAD4,CDKN1A,Activation,10878024,Eumetazoa,Mammalia,6,4,2,4089,1026
SMAD4,CDKN2B,Unknown,19419955,Eumetazoa,Eukaryota,2,4,2,4089,5725
SMAD4,COL7A1,Unknown,9843964,Eumetazoa,Eumetazoa,4,4,0,4089,1294
SMAD4,DACH1,Repression,14525983,Eumetazoa,Eumetazoa,4,4,0,4089,1602
SMAD4,EPO,Unknown,14741200,Eumetazoa,Eumetazoa,4,4,0,4089,51513
SMAD4,FBXO32,Unknown,20065949,Eumetazoa,Mammalia,6,4,2,4089,114907
SMAD4,FSTL3,Unknown,11571638,Eumetazoa,Vertebrata,5,4,1,4089,10272
SMAD4,GLI1,Unknown,24739390,Eumetazoa,Eukaryota,2,4,2,4089,2735
SMAD4,HP,Unknown,11331273,Eumetazoa,Eumetazoa,4,4,0,4089,3240
SMAD4,JUN,Unknown,10022869,Eumetazoa,Opisthokonta,3,4,1,4089,3725
SMAD4,MYC,Unknown,17132729,Eumetazoa,Opisthokonta,3,4,1,4089,4609
SMAD4,POR,Unknown,21393444,Eumetazoa,cellular organisms,1,4,3,4089,5447
SMAD4,RUNX1T1,Activation,21540640,Eumetazoa,Eumetazoa,4,4,0,4089,862
SMAD4,SERPINE1,Activation,9765209,Eumetazoa,cellular organisms,1,4,3,4089,5054
SMAD4,SKIL,Unknown,22674574,Eumetazoa,Eumetazoa,4,4,0,4089,6498
SMAD4,SMAD7,Unknown,10559222;10823886,Eumetazoa,Eumetazoa,4,4,0,4089,4092
SMAD4,TGFB1,Unknown,21968601,Eumetazoa,Eumetazoa,4,4,0,4089,7040
SMAD4,TNC,Activation,15001984,Eumetazoa,Eukaryota,2,4,2,4089,3371
SMAD4,UCP2,Unknown,21935467,Eumetazoa,Eukaryota,2,4,2,4089,7351
SMAD4,ZFP36,Unknown,12754205,Eumetazoa,Eukaryota,2,4,2,4089,7538
SMAD7,CDK1,Repression,15023526,Eumetazoa,Eukaryota,2,4,2,4092,983
SMAD7,CDKN1A,Repression,15555279,Eumetazoa,Mammalia,6,4,2,4092,1026
SMAD7,CDKN2B,Repression,15555279,Eumetazoa,Eukaryota,2,4,2,4092,5725
SMAD7,HMOX1,Unknown,11018038,Eumetazoa,Opisthokonta,3,4,1,4092,3162
SMAD7,KRT14,Repression,15023526,Eumetazoa,Eumetazoa,4,4,0,4092,3861
SMAD7,MET,Activation,15339794,Eumetazoa,Eukaryota,2,4,2,4092,4233
SMAD7,MYC,Activation,15555279,Eumetazoa,Opisthokonta,3,4,1,4092,4609
SMAD7,TGFB1,Activation,19214138,Eumetazoa,Eumetazoa,4,4,0,4092,7040
SMAD7,TGFBR1,Repression,15221015,Eumetazoa,Eukaryota,2,4,2,4092,7046
SMARCA1,CD44,Repression,14604992,cellular organisms,Mammalia,6,1,5,6594,960
SMARCA1,CDKN2A,Activation,14604992,cellular organisms,Eukaryota,2,1,1,6594,1029
SMARCA4,ABCG2,Activation,18234970,cellular organisms,cellular organisms,1,1,0,8929,3918
SMARCA4,CAD,Unknown,14559996,cellular organisms,cellular organisms,1,1,0,8929,790
SMARCA4,CCND1,Repression,18239461,cellular organisms,Eukaryota,2,1,1,8929,7436
SMARCA4,CD44,Repression,14604992,cellular organisms,Mammalia,6,1,5,8929,960
SMARCA4,CDH1,Activation,20418909,cellular organisms,Eumetazoa,4,1,3,8929,9781
SMARCA4,CDKN1A,Activation,14729964,cellular organisms,Mammalia,6,1,5,8929,1026
SMARCA4,CDKN2A,Activation,14604992,cellular organisms,Eukaryota,2,1,1,8929,1029
SMARCA4,FOS,Repression,10082538,cellular organisms,Eumetazoa,4,1,3,8929,7027
SMARCA4,MECOM,Activation,14555651,cellular organisms,Eumetazoa,4,1,3,8929,2122
SMARCB1,CD44,Repression,14604992,Eukaryota,Mammalia,6,2,4,6598,960
SMARCB1,CDKN2A,Activation,14604992,Eukaryota,Eukaryota,2,2,0,6598,1029
SMG6,UPF1,Unknown,25053839,Eukaryota,cellular organisms,1,2,1,23293,5976
SMURF2,KLF5,Repression,21953463,Eukaryota,Opisthokonta,3,2,1,64750,688
SNAI1,CDH1,Repression,12579345;15311212;16424022;16502042;16617148;16804902;19179606;19874710;19893985;20053763,Opisthokonta,Eumetazoa,4,3,1,6615,9781
SNAI1,CDH1,Unknown,21081648;21796367,Opisthokonta,Eumetazoa,4,3,1,6615,9781
SNAI1,CDH2,Unknown,21796367,Opisthokonta,Eumetazoa,4,3,1,6615,1000
SNAI1,CLDN3,Repression,19874710,Opisthokonta,Vertebrata,5,3,2,6615,1365
SNAI1,CXADR,Repression,10487759,Opisthokonta,Vertebrata,5,3,2,6615,1525
SNAI1,FN1,Unknown,22223884,Opisthokonta,Eumetazoa,4,3,1,6615,2335
SNAI1,HBEGF,Activation,22641673,Opisthokonta,Vertebrata,5,3,2,6615,1839
SNAI1,PEBP1,Repression,18477483;19538137,Opisthokonta,Eukaryota,2,3,1,6615,5037
SNAI1,SNAI1,Unknown,16617148,Opisthokonta,Opisthokonta,3,3,0,6615,6615
SNAI1,THBS1,Repression,19874710,Opisthokonta,Eumetazoa,4,3,1,6615,7057
SNAI1,VDR,Repression,15322538;16804902;20138990,Opisthokonta,Eumetazoa,4,3,1,6615,7421
SNAI2,CD44,Activation,20509143,Eumetazoa,Mammalia,6,4,2,1558,960
SNAI2,CDH1,Repression,15311212;20053763;22899291,Eumetazoa,Eumetazoa,4,4,0,1558,9781
SNAI2,CDH1,Unknown,21081648;21796367,Eumetazoa,Eumetazoa,4,4,0,1558,9781
SNAI2,CDH2,Unknown,21796367,Eumetazoa,Eumetazoa,4,4,0,1558,1000
SNAI2,CXADR,Repression,10487759,Eumetazoa,Vertebrata,5,4,1,1558,1525
SNAI2,CXCL12,Activation,22074556,Eumetazoa,Vertebrata,5,4,1,1558,6387
SNAI2,CXCR4,Activation,22074556,Eumetazoa,Eumetazoa,4,4,0,1558,7852
SNAI2,HPGD,Repression,17575121,Eumetazoa,cellular organisms,1,4,3,1558,3248
SNAI2,JAG1,Activation,20509143,Eumetazoa,Eukaryota,2,4,2,1558,546
SNAI2,LPAR2,Repression,17671192,Eumetazoa,Eumetazoa,4,4,0,1558,9170
SNAI2,MMP17,Unknown,20019845,Eumetazoa,Eukaryota,2,4,2,1558,4326
SNAI2,MMP9,Activation,22074556,Eumetazoa,Eukaryota,2,4,2,1558,4318
